ts,open,high,low,close,volume
1784439000,3.210460474019e-06,3.242565078759e-06,2.605064483879e-06,2.605064483879e-06,2611.3504365097942
1784440800,2.631115128718e-06,2.657426280005e-06,2.334981082564e-06,2.381914202324e-06,2840.684602693544
1784442600,2.405733344347e-06,2.631115128718e-06,2.381914202324e-06,2.405733344347e-06,2240.381572867662
1784444400,2.405733344347e-06,3.727244942778e-06,2.405733344347e-06,3.617627220374e-06,3457.7070047933853
1784446200,3.840184191789e-06,4.199952894955e-06,3.307740636842e-06,3.840184191789e-06,8683.027264102318
1784448000,3.802162566128e-06,3.802162566128e-06,3.242565078759e-06,3.511233338969e-06,11722.431757023864
1784449800,3.511233338969e-06,3.546345672359e-06,3.178673736652e-06,3.178673736652e-06,5159.074808478405
1784451600,3.210460474019e-06,4.547947155624e-06,3.210460474019e-06,4.502917975866e-06,9266.553816320677
1784453400,4.502917975866e-06,4.779938167885e-06,4.076432901604e-06,4.414192702545e-06,4853.616194885916
1784455200,4.370487824301e-06,4.370487824301e-06,3.878586033707e-06,3.917371894044e-06,5728.19816798741
