pool,pool_name,pool_address,tf,candle_source,sl_opt,exit_mode,trades,TP,SL,BE,EXP,win_rate_resolved_pct,sl_rate_resolved_pct,be_rate_pct,be_gate_hit,be_gate_recovered,be_gate_recovery_rate_pct,ever_floating_loss,ever_floating_loss_pct,deep50_loss,deep50_then_recovered_entry,deep50_recovery_rate_pct,deep75_loss,deep75_then_recovered_entry,deep75_recovery_rate_pct,max_consec_win,min_consec_win,max_consec_loss,min_consec_loss,avg_bars_held,avg_minutes_held,avg_R,sum_R
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O1_SL50,BE1,5,2,0,3,0,100.0,0.0,60.0,5,3,60.0,5,100.0,2,0,0.0,0,0,0.0,2,2,0,0,17.4,17.4,0.04311292992347908,0.21556464961739538
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O1_SL50,BE50,5,2,1,2,0,66.66666666666666,33.33333333333333,40.0,5,2,40.0,5,100.0,3,2,66.66666666666666,1,0,0.0,1,1,1,1,31.4,31.4,-0.15688707007652092,-0.7844353503826046
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O1_SL50,BE75,5,3,2,0,0,60.0,40.0,0.0,5,0,0.0,5,100.0,3,0,0.0,2,0,0.0,2,1,2,2,41.4,41.4,-0.3468968259050351,-1.7344841295251756
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O1_SL50,TP_FRACTAL,5,3,2,0,0,60.0,40.0,0.0,5,0,0.0,5,100.0,3,0,0.0,2,0,0.0,2,1,2,2,41.4,41.4,-0.3468968259050351,-1.7344841295251756
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O2_ST2X,BE1,5,2,0,3,0,100.0,0.0,60.0,5,3,60.0,5,100.0,1,0,0.0,1,0,0.0,2,2,0,0,17.4,17.4,0.08939789162659026,0.4469894581329513
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O2_ST2X,BE50,5,3,1,1,0,75.0,25.0,20.0,5,1,20.0,5,100.0,2,1,50.0,2,0,0.0,2,1,1,1,28.0,28.0,-0.10506165450576724,-0.5253082725288362
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O2_ST2X,BE75,5,3,1,1,0,75.0,25.0,20.0,5,1,20.0,5,100.0,2,0,0.0,2,1,50.0,2,1,1,1,28.0,28.0,-0.10506165450576724,-0.5253082725288362
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,1m,pool_canonical,O2_ST2X,TP_FRACTAL,5,3,2,0,0,60.0,40.0,0.0,5,0,0.0,5,100.0,2,0,0.0,2,0,0.0,2,1,2,2,31.8,31.8,-0.3050616545057673,-1.5253082725288363
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O1_SL50,BE1,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.37728427383840285,-0.7545685476768057
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O1_SL50,BE50,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.37728427383840285,-0.7545685476768057
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O1_SL50,BE75,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.37728427383840285,-0.7545685476768057
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O1_SL50,TP_FRACTAL,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.37728427383840285,-0.7545685476768057
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O2_ST2X,BE1,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.2862001992820685,-0.572400398564137
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O2_ST2X,BE50,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.2862001992820685,-0.572400398564137
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O2_ST2X,BE75,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.2862001992820685,-0.572400398564137
Mouse-SOL [12yWMg...BoKZ],Mouse-SOL,12yWMgHenmamqQrZpmjH8zASmNBPF45uGnNtBGVBBoKZ,5m,pool_canonical,O2_ST2X,TP_FRACTAL,2,1,1,0,0,50.0,50.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,1,1,1,1,8.0,40.0,-0.2862001992820685,-0.572400398564137
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O1_SL50,BE1,19,5,1,12,1,83.33333333333334,16.666666666666664,63.1578947368421,18,12,66.66666666666666,18,94.73684210526315,3,0,0.0,1,0,0.0,5,5,1,1,8.894736842105264,133.42105263157896,0.018047678848848028,0.3429058981281125
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O1_SL50,BE50,19,14,2,2,1,87.5,12.5,10.526315789473683,18,2,11.11111111111111,18,94.73684210526315,5,2,40.0,3,0,0.0,8,6,1,1,15.68421052631579,235.26315789473685,0.22410259300707916,4.257949267134504
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O1_SL50,BE75,19,14,3,1,1,82.35294117647058,17.647058823529413,5.263157894736842,18,1,5.555555555555555,18,94.73684210526315,5,0,0.0,4,1,25.0,8,6,2,1,17.842105263157894,267.63157894736844,0.17147101405971074,3.2579492671345043
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O1_SL50,TP_FRACTAL,19,15,3,0,1,83.33333333333334,16.666666666666664,0.0,18,0,0.0,18,94.73684210526315,5,0,0.0,4,0,0.0,8,7,2,1,20.42105263157895,306.3157894736842,0.21335318959114738,4.0537106022318
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O2_ST2X,BE1,19,5,1,12,1,83.33333333333334,16.666666666666664,63.1578947368421,18,12,66.66666666666666,18,94.73684210526315,4,0,0.0,2,0,0.0,5,5,1,1,6.421052631578948,96.3157894736842,0.03065334540890838,0.5824135627692593
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O2_ST2X,BE50,19,12,2,4,1,85.71428571428571,14.285714285714285,21.052631578947366,18,4,22.22222222222222,18,94.73684210526315,7,4,57.14285714285714,3,0,0.0,6,6,1,1,11.631578947368421,174.47368421052633,0.18481491232921782,3.5114833342551384
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O2_ST2X,BE75,19,15,2,1,1,88.23529411764706,11.76470588235294,5.263157894736842,18,1,5.555555555555555,18,94.73684210526315,7,0,0.0,3,1,33.33333333333333,8,7,1,1,15.421052631578947,231.31578947368422,0.4322516580181958,8.21278150234572
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,15m,pool_canonical,O2_ST2X,TP_FRACTAL,19,15,3,0,1,83.33333333333334,16.666666666666664,0.0,18,0,0.0,18,94.73684210526315,7,0,0.0,3,0,0.0,8,7,2,1,16.0,240.0,0.37962007907082745,7.212781502345721
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O1_SL50,BE1,16,8,1,7,0,88.88888888888889,11.11111111111111,43.75,12,7,58.333333333333336,12,75.0,1,0,0.0,1,0,0.0,5,3,1,1,21.75,21.75,-0.00949785025191683,-0.15196560403066928
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O1_SL50,BE50,16,14,1,0,1,93.33333333333333,6.666666666666667,0.0,12,0,0.0,12,75.0,1,0,0.0,1,0,0.0,7,7,1,1,31.5,31.5,0.046552832664028085,0.7448453226244494
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O1_SL50,BE75,16,14,1,0,1,93.33333333333333,6.666666666666667,0.0,12,0,0.0,12,75.0,1,0,0.0,1,0,0.0,7,7,1,1,31.5,31.5,0.046552832664028085,0.7448453226244494
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O1_SL50,TP_FRACTAL,16,14,1,0,1,93.33333333333333,6.666666666666667,0.0,12,0,0.0,12,75.0,1,0,0.0,1,0,0.0,7,7,1,1,31.5,31.5,0.046552832664028085,0.7448453226244494
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O2_ST2X,BE1,16,8,4,4,0,66.66666666666666,33.33333333333333,25.0,12,4,33.33333333333333,12,75.0,7,0,0.0,4,0,0.0,5,3,2,1,9.8125,9.8125,0.16285237722984644,2.605638035677543
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O2_ST2X,BE50,16,10,4,2,0,71.42857142857143,28.57142857142857,12.5,12,2,16.666666666666664,12,75.0,7,2,28.57142857142857,4,0,0.0,5,2,1,1,10.125,10.125,0.2468017247243595,3.948827595589752
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O2_ST2X,BE75,16,12,4,0,0,75.0,25.0,0.0,12,0,0.0,12,75.0,7,0,0.0,4,0,0.0,6,2,1,1,10.375,10.375,0.39607695384308955,6.337231261489433
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,1m,pool_canonical,O2_ST2X,TP_FRACTAL,16,12,4,0,0,75.0,25.0,0.0,12,0,0.0,12,75.0,7,0,0.0,4,0,0.0,6,2,1,1,10.375,10.375,0.39607695384308955,6.337231261489433
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE1,2,0,1,1,0,0.0,100.0,50.0,2,1,50.0,2,100.0,1,0,0.0,1,0,0.0,0,0,1,1,19.0,570.0,-0.5,-1.0
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE50,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,2,0,0.0,1,0,0.0,0,0,1,1,30.5,915.0,-0.6989288041772989,-1.3978576083545977
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE75,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,2,0,0.0,1,0,0.0,0,0,1,1,30.5,915.0,-0.6989288041772989,-1.3978576083545977
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O1_SL50,TP_FRACTAL,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,2,0,0.0,1,0,0.0,0,0,1,1,30.5,915.0,-0.6989288041772989,-1.3978576083545977
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE1,2,0,1,1,0,0.0,100.0,50.0,2,1,50.0,2,100.0,1,0,0.0,1,0,0.0,0,0,1,1,6.5,195.0,-0.5,-1.0
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE50,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,0,0,1,1,18.0,540.0,-0.6797276876413745,-1.359455375282749
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE75,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,0,0,1,1,18.0,540.0,-0.6797276876413745,-1.359455375282749
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,30m,jupiter_proxy_15m_agg30m,O2_ST2X,TP_FRACTAL,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,1,0,0.0,1,0,0.0,0,0,1,1,18.0,540.0,-0.6797276876413745,-1.359455375282749
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O1_SL50,BE1,44,14,2,28,0,87.5,12.5,63.63636363636363,37,28,75.67567567567568,37,84.0909090909091,5,0,0.0,4,0,0.0,13,1,2,2,13.931818181818182,69.6590909090909,0.036384117633710994,1.6009011758832836
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O1_SL50,BE50,44,34,4,5,1,89.47368421052632,10.526315789473683,11.363636363636363,37,5,13.513513513513514,37,84.0909090909091,9,5,55.55555555555556,7,0,0.0,17,1,1,1,24.886363636363637,124.43181818181819,0.1425323563335392,6.271423678675724
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O1_SL50,BE75,44,35,5,3,1,87.5,12.5,6.8181818181818175,37,3,8.108108108108109,37,84.0909090909091,9,0,0.0,8,3,37.5,18,1,2,1,27.15909090909091,135.79545454545453,0.12479536206356139,5.490995930796701
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O1_SL50,TP_FRACTAL,44,37,6,0,1,86.04651162790698,13.953488372093023,0.0,37,0,0.0,37,84.0909090909091,9,0,0.0,8,0,0.0,19,1,2,1,33.11363636363637,165.5681818181818,0.12058485561876169,5.305733647225514
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O2_ST2X,BE1,44,14,6,24,0,70.0,30.0,54.54545454545454,37,24,64.86486486486487,37,84.0909090909091,11,0,0.0,7,0,0.0,6,1,3,1,6.818181818181818,34.09090909090909,0.041603295945797175,1.8305450216150758
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O2_ST2X,BE50,44,30,9,5,0,76.92307692307693,23.076923076923077,11.363636363636363,37,5,13.513513513513514,37,84.0909090909091,15,5,33.33333333333333,10,0,0.0,13,1,4,1,10.090909090909092,50.45454545454545,0.21995104798388806,9.677846111291075
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O2_ST2X,BE75,44,33,10,1,0,76.74418604651163,23.25581395348837,2.272727272727273,37,1,2.7027027027027026,37,84.0909090909091,15,0,0.0,11,1,9.090909090909092,13,1,3,1,10.272727272727273,51.36363636363637,0.2354319645646722,10.359006440845576
febu-SOL [2CVnAQ...UEJz],febu-SOL,2CVnAQYvrgTX8rmnRzWCE3Citgbo3kga3M8TeoFsUEJz,5m,pool_canonical,O2_ST2X,TP_FRACTAL,44,34,10,0,0,77.27272727272727,22.727272727272727,0.0,37,0,0.0,37,84.0909090909091,15,0,0.0,11,0,0.0,14,1,3,1,10.340909090909092,51.70454545454545,0.242502984227008,10.670131305988352
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE1,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.07550634943736,0.07550634943736
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE50,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.07550634943736,0.07550634943736
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE75,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.07550634943736,0.07550634943736
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O1_SL50,TP_FRACTAL,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.07550634943736,0.07550634943736
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE1,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.1740662352,0.1740662352
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE50,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.1740662352,0.1740662352
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE75,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.1740662352,0.1740662352
RAGEGUY-SOL [3pWTxa...vx56],RAGEGUY-SOL,3pWTxaSjtdWfE2kJVdQmccddrmtT8Vr2zyVbTNHbvx56,30m,jupiter_proxy_15m_agg30m,O2_ST2X,TP_FRACTAL,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,3.0,90.0,0.1740662352,0.1740662352
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O1_SL50,BE1,6,1,0,5,0,100.0,0.0,83.33333333333334,5,5,100.0,5,83.33333333333334,1,0,0.0,1,0,0.0,1,1,0,0,8.5,127.5,0.07543424818679349,0.45260548912076093
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O1_SL50,BE50,6,3,1,2,0,75.0,25.0,33.33333333333333,5,2,40.0,5,83.33333333333334,3,2,66.66666666666666,2,0,0.0,2,1,1,1,11.166666666666666,167.5,0.03279542578172208,0.19677255469033247
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O1_SL50,BE75,6,4,1,1,0,80.0,20.0,16.666666666666664,5,1,20.0,5,83.33333333333334,3,0,0.0,2,1,50.0,2,2,1,1,11.333333333333334,170.0,0.13599308983723063,0.8159585390233838
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O1_SL50,TP_FRACTAL,6,5,1,0,0,83.33333333333334,16.666666666666664,0.0,5,0,0.0,5,83.33333333333334,3,0,0.0,2,0,0.0,3,2,1,1,19.166666666666668,287.5,0.23326948501144038,1.3996169100686422
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O2_ST2X,BE1,6,1,0,5,0,100.0,0.0,83.33333333333334,5,5,100.0,5,83.33333333333334,1,0,0.0,1,0,0.0,1,1,0,0,8.5,127.5,0.06370662216372805,0.3822397329823683
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O2_ST2X,BE50,6,4,1,1,0,80.0,20.0,16.666666666666664,5,1,20.0,5,83.33333333333334,2,1,50.0,2,0,0.0,2,2,1,1,11.333333333333334,170.0,0.13747011581393406,0.8248206948836044
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O2_ST2X,BE75,6,4,1,1,0,80.0,20.0,16.666666666666664,5,1,20.0,5,83.33333333333334,2,0,0.0,2,1,50.0,2,2,1,1,11.333333333333334,170.0,0.13747011581393406,0.8248206948836044
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,15m,pool_canonical,O2_ST2X,TP_FRACTAL,6,5,1,0,0,83.33333333333334,16.666666666666664,0.0,5,0,0.0,5,83.33333333333334,2,0,0.0,2,0,0.0,3,2,1,1,19.166666666666668,287.5,0.2247797519337014,1.3486785116022084
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O1_SL50,BE1,4,0,1,3,0,0.0,100.0,75.0,4,3,75.0,4,100.0,1,0,0.0,1,0,0.0,0,0,1,1,35.25,35.25,-0.25,-1.0
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O1_SL50,BE50,4,3,1,0,0,75.0,25.0,0.0,4,0,0.0,4,100.0,2,0,0.0,2,0,0.0,3,3,1,1,67.5,67.5,0.04289646260616037,0.17158585042464147
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O1_SL50,BE75,4,3,1,0,0,75.0,25.0,0.0,4,0,0.0,4,100.0,2,0,0.0,2,0,0.0,3,3,1,1,67.5,67.5,0.04289646260616037,0.17158585042464147
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O1_SL50,TP_FRACTAL,4,3,1,0,0,75.0,25.0,0.0,4,0,0.0,4,100.0,2,0,0.0,2,0,0.0,3,3,1,1,67.5,67.5,0.04289646260616037,0.17158585042464147
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O2_ST2X,BE1,4,0,2,2,0,0.0,100.0,50.0,4,2,50.0,4,100.0,3,0,0.0,2,0,0.0,0,0,2,2,13.75,13.75,-0.5,-2.0
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O2_ST2X,BE50,4,0,3,1,0,0.0,100.0,25.0,4,1,25.0,4,100.0,4,1,25.0,3,0,0.0,0,0,3,3,22.5,22.5,-0.75,-3.0
BULLCAT-SOL [3smCBC...BC4f],BULLCAT-SOL,3smCBC81NpS4MVzbMkZEpn8pwS9sN8jsM3SS43qLBC4f,1m,pool_canonical,O2_ST2X,BE75,4,1,3,0,0,25.0,75.0,0.0,4,0,0.0,4,100.0,4,0,0.0,3,0,0.0,1,1,2,1,23.75,23.75,-0.6068380047076476,-2.4273520188305904
