pool,pool_name,pool_address,tf,candle_source,sl_opt,exit_mode,trades,TP,SL,BE,EXP,win_rate_resolved_pct,sl_rate_resolved_pct,be_rate_pct,be_gate_hit,be_gate_recovered,be_gate_recovery_rate_pct,ever_floating_loss,ever_floating_loss_pct,deep50_loss,deep50_then_recovered_entry,deep50_recovery_rate_pct,deep75_loss,deep75_then_recovered_entry,deep75_recovery_rate_pct,max_consec_win,min_consec_win,max_consec_loss,min_consec_loss,avg_bars_held,avg_minutes_held,avg_R,sum_R
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,1m,pool_canonical,O2_ST2X,BE50,65,37,11,17,0,77.08333333333334,22.916666666666664,26.153846153846157,63,17,26.984126984126984,63,96.92307692307692,31,17,54.83870967741935,17,0,0.0,8,2,3,1,13.692307692307692,13.692307692307692,-0.03719112924641504,-2.4174234010169773
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,1m,pool_canonical,O2_ST2X,BE75,65,44,15,6,0,74.57627118644068,25.423728813559322,9.230769230769232,63,6,9.523809523809524,63,96.92307692307692,31,0,0.0,22,6,27.27272727272727,6,1,2,1,17.384615384615383,17.384615384615383,-0.07366921281521979,-4.788498832989286
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,1m,pool_canonical,O2_ST2X,TP_FRACTAL,65,48,17,0,0,73.84615384615385,26.153846153846157,0.0,63,0,0.0,63,96.92307692307692,31,0,0.0,22,0,0.0,7,1,2,1,18.846153846153847,18.846153846153847,-0.09154935298199443,-5.950707943829638
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE1,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.0061375910860309805,0.0061375910860309805
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE50,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.0061375910860309805,0.0061375910860309805
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O1_SL50,BE75,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.0061375910860309805,0.0061375910860309805
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O1_SL50,TP_FRACTAL,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.0061375910860309805,0.0061375910860309805
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE1,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,1,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.13541121902446365,0.13541121902446365
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE50,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,1,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.13541121902446365,0.13541121902446365
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O2_ST2X,BE75,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,1,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.13541121902446365,0.13541121902446365
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,30m,jupiter_proxy_15m_agg30m,O2_ST2X,TP_FRACTAL,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,1,0,0.0,0,0,0.0,1,1,0,0,22.0,660.0,0.13541121902446365,0.13541121902446365
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O1_SL50,BE1,106,35,0,71,0,100.0,0.0,66.98113207547169,104,71,68.26923076923077,104,98.11320754716981,0,0,0.0,0,0,0.0,35,35,0,0,4.537735849056604,22.68867924528302,0.0019664564709793034,0.20844438592380615
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O1_SL50,BE50,106,106,0,0,0,100.0,0.0,0.0,104,0,0.0,104,98.11320754716981,0,0,0.0,0,0,0.0,106,106,0,0,27.443396226415093,137.21698113207546,0.008227845713928301,0.8721516456763999
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O1_SL50,BE75,106,106,0,0,0,100.0,0.0,0.0,104,0,0.0,104,98.11320754716981,0,0,0.0,0,0,0.0,106,106,0,0,27.443396226415093,137.21698113207546,0.008227845713928301,0.8721516456763999
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O1_SL50,TP_FRACTAL,106,106,0,0,0,100.0,0.0,0.0,104,0,0.0,104,98.11320754716981,0,0,0.0,0,0,0.0,106,106,0,0,27.443396226415093,137.21698113207546,0.008227845713928301,0.8721516456763999
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O2_ST2X,BE1,106,35,3,68,0,92.10526315789474,7.894736842105263,64.15094339622641,104,68,65.38461538461539,104,98.11320754716981,12,0,0.0,6,0,0.0,21,2,1,1,4.5,22.5,0.0651429529090072,6.905153008354763
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O2_ST2X,BE50,106,78,7,21,0,91.76470588235294,8.235294117647058,19.81132075471698,104,21,20.192307692307693,104,98.11320754716981,33,21,63.63636363636363,11,0,0.0,26,2,2,1,14.61320754716981,73.06603773584905,0.21420585683789672,22.705820824817053
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O2_ST2X,BE75,106,92,9,5,0,91.0891089108911,8.91089108910891,4.716981132075472,104,5,4.807692307692308,104,98.11320754716981,33,0,0.0,15,5,33.33333333333333,30,2,3,1,21.09433962264151,105.47169811320755,0.27340319563243665,28.980738737038283
USWR-SOL [qf3ExN...f7iv],USWR-SOL,qf3ExNV3MwMREG7C8FVvrn1edY6c39sbSEsSLUof7iv,5m,pool_canonical,O2_ST2X,TP_FRACTAL,106,97,9,0,0,91.50943396226415,8.49056603773585,0.0,104,0,0.0,104,98.11320754716981,33,0,0.0,15,0,0.0,33,2,3,1,22.0,110.0,0.29250014310559513,31.005015169193083
