ts,open,high,low,close,volume
1784298000,0.0005654765245436392,0.0006166446238850652,0.00048017780821586357,0.0005620887707592661,24123.514796710046
1784298300,0.0005620887707592661,0.0007135047618234059,0.0004706623634599247,0.0005185713179328039,48353.927113679325
1784298600,0.0005185713179328039,0.0005237803739306444,0.00037370921250508987,0.0004239204649727311,36403.14967777913
1784298900,0.0004239204649727311,0.0004239204649727311,0.00032910840320792673,0.00036061343824168445,23800.004223848617
1784299200,0.00036061343824168445,0.0003969088614759024,0.00031008121725841967,0.000341248347840663,14365.792212769518
1784299500,0.000341248347840663,0.000355126632966927,0.0002817937721163913,0.0002943896662961927,17942.61541324767
1784299800,0.0002943896662961927,0.0003546677033777583,0.0002943891517345282,0.00031134391500208273,6420.174277682721
1784300100,0.00031134391500208273,0.0004641714337501361,0.0003093512492060488,0.00040987529083664917,10818.927903916308
1784300400,0.00040987529083664917,0.0005601120365827148,0.0003886216395221665,0.00046532704683278133,11044.808962808314
1784300700,0.00046532704683278133,0.0004908861084147723,0.00040386314730888847,0.00042036739398893126,5490.721044292735
1784301000,0.00042036739398893126,0.0006777815305726145,0.00041655205769607377,0.00045892442597481026,6783.339700390115
1784301300,0.00045892442597481026,0.0005047692910836875,0.0003993448798870004,0.0003993448798870004,2425.5346287040975
1784301600,0.0003993448798870004,0.00046243997773517015,0.0003836817902609543,0.00041978961772572696,2318.316137915292
1784301900,0.00041978961772572696,0.0004919083973864312,0.00041978961772572696,0.00043395598105908816,812.6236530636692
1784302200,0.00043395598105908816,0.00043395598105908816,0.00030304533154191794,0.00033678221930891975,9696.480945781017
1784302500,0.00033678221930891975,0.0003622820536930724,0.00028639943883943973,0.0003186788514160406,5249.44446374279
1784302800,0.0003186788514160406,0.00034473206973710893,0.00029198626966064575,0.00030982729014690025,4720.538569374521
1784303100,0.00030982729014690025,0.00034135195287523693,0.00027765035270689895,0.0003091064223690871,3712.255222354287
1784303400,0.0003091064223690871,0.00032801027189633325,0.00025587751895415315,0.0002747293775437239,7999.901836250752
1784303700,0.0002747293775437239,0.00035329243900081037,0.0002497432960662087,0.00035329243900081037,5553.6769728093195
1784304000,0.00035329243900081037,0.00035332663353594934,0.0003064213167830975,0.000346247121992059,2644.631033849703
1784304300,0.000346247121992059,0.0003528831361596147,0.00027608851740519363,0.00031356001444497186,3342.0380125043257
1784304600,0.00031356001444497186,0.0003171595872615895,0.00031356001444497186,0.00031665089729746373,102.06892763952166
1784304900,0.00031665089729746373,0.00045740889297357835,0.00031665089729746373,0.00040833124534148194,8285.778098273397
1784305200,0.00040833124534148194,0.0004612567688210892,0.00035458346072719625,0.0003872702269862142,3340.7681304339094
1784305500,0.0003872702269862142,0.0003872702269862142,0.0002964779237434748,0.00033313602435861386,5553.458494713598
1784305800,0.00033313602435861386,0.00034995686615075464,0.000311730604706584,0.000344348651408812,852.483328296443
1784306100,0.000344348651408812,0.0004246453857450328,0.000344348651408812,0.00039887976470826106,5445.829783279537
1784306400,0.00039887976470826106,0.00039887976470826106,0.00035138295602443406,0.0003933950915685289,447.573082407566
1784306700,0.0003933950915685289,0.0003933950915685289,0.0003061326849323739,0.0003061326849323739,2107.630201511853
1784307000,0.0003061326849323739,0.0003111367549597192,0.0002764617255460644,0.0002764617255460644,1596.9159996773894
1784307300,0.0002764617255460644,0.0003369157578309996,0.0002764617255460644,0.0003029030749067996,1668.3376331349125
1784307600,0.0003029030749067996,0.0003342409823848198,0.0003029030749067996,0.0003314740786960797,162.42972913777308
1784307900,0.0003314740786960797,0.0003314740786960797,0.0002901296399067781,0.0003132527096955632,965.9129566435369
1784308200,0.0003132527096955632,0.0003132527096955632,0.0002720026103091259,0.0003099506802093704,1738.4715128503994
1784308500,0.0003099506802093704,0.0003693377112876169,0.0003099506802093704,0.00036448934949591204,2567.0026981333303
