timestamp_close_bar,side,label,b_val,b_bar_time,a_val,c_val,c_bar_time,retrace_pct,atr14,st_trend,filter_tag,born_against_trend,break_price
2026-06-14 12:00,bull,BREAK↺,64234.68,2026-06-07 20:00,59130.91,60780.0,2026-06-09 16:00,67.7,665.11459888,1,ATR Str A1 A2 C2,True,64664.0
2026-06-23 12:00,bear,BREAK,63270.0,2026-06-21 20:00,66445.93,65622.83,2026-06-22 12:00,74.1,788.8311359,-1,ATR Str A1 A2 C2,False,61938.0
2026-06-24 20:00,bear,BREAK,62272.07,2026-06-18 16:00,66445.93,64588.0,2026-06-21 04:00,55.5,944.84914978,-1,ATR Str A1 A2 C2,False,59102.7
2026-06-30 20:00,bear,BREAK,59102.7,2026-06-24 16:00,63239.06,61962.4,2026-06-25 04:00,69.1,816.49147732,-1,ATR Str A1 A2 C2,False,58241.79
2026-07-03 00:00,bull,BREAK↺,60941.17,2026-06-27 12:00,58115.01,58900.01,2026-06-29 00:00,72.2,946.07487664,1,ATR Str A1 A2 C2,True,61653.43
