mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O3,ST_REV,2019-07-23,9864.91,10689.52,8.36,,8.36,SL,11,-1.0
GATED,O3,ST_REV,2019-09-07,10455.88,11039.46,5.58,,5.58,ST_REV,48,5.303
GATED,O3,ST_REV,2019-10-05,8126.19,8600.11,5.83,,5.83,SL,4,-1.0
GATED,O3,ST_REV,2019-12-02,7294.28,7722.33,5.87,,5.87,SL,2,-1.0
GATED,O3,ST_REV,2019-12-10,7224.13,7621.86,5.51,,5.51,SL,13,-1.0
GATED,O3,ST_REV,2019-12-24,7255.77,7621.93,5.05,,5.05,SL,13,-1.0
GATED,O3,ST_REV,2020-03-08,8033.31,8422.57,4.85,,4.85,ST_REV,46,2.603
GATED,O3,ST_REV,2020-03-27,6359.11,6963.64,9.51,,9.51,SL,6,-1.0
GATED,O3,ST_REV,2020-04-21,6841.37,7308.31,6.83,,6.83,SL,2,-1.0
GATED,O3,ST_REV,2020-09-20,10920.28,11341.7,3.86,,3.86,SL,20,-1.0
GATED,O3,ST_REV,2020-10-01,10619.13,11012.75,3.71,,3.71,SL,8,-1.0
GATED,O3,ST_REV,2021-01-31,33092.98,35902.87,8.49,,8.49,SL,2,-1.0
GATED,O3,ST_REV,2021-03-06,48882.2,52503.74,7.41,,7.41,SL,3,-1.0
GATED,O3,ST_REV,2021-05-04,53200.01,56530.28,6.26,,6.26,SL,1,-1.0
GATED,O3,ST_REV,2021-05-29,34605.15,38927.33,12.49,,12.49,SL,5,-1.0
GATED,O3,ST_REV,2021-05-29,34605.15,38927.33,12.49,,12.49,SL,5,-1.0
GATED,O3,ST_REV,2021-06-05,35513.2,39531.59,11.32,,11.32,SL,9,-1.0
GATED,O3,ST_REV,2021-06-16,38349.01,42005.05,9.53,,9.53,ST_REV,39,1.23
GATED,O3,ST_REV,2021-07-01,33504.69,36824.27,9.91,,9.91,ST_REV,24,0.0
GATED,O3,ST_REV,2021-07-01,33504.69,36824.27,9.91,,9.91,ST_REV,24,0.0
GATED,O3,ST_REV,2021-09-19,47241.75,49619.33,5.03,,5.03,SL,16,-1.0
GATED,O3,ST_REV,2021-09-19,47241.75,49619.33,5.03,,5.03,SL,16,-1.0
GATED,O3,ST_REV,2021-12-10,47140.54,50341.34,6.79,,6.79,SL,2,-1.0
GATED,O3,ST_REV,2021-12-27,50701.44,53453.87,5.43,,5.43,ST_REV,42,3.29
GATED,O3,ST_REV,2021-12-27,50701.44,53453.87,5.43,,5.43,ST_REV,42,3.29
GATED,O3,ST_REV,2022-01-17,42201.62,44565.37,5.6,,5.6,ST_REV,21,0.235
GATED,O3,ST_REV,2022-04-22,39709.18,41596.0,4.75,,4.75,ST_REV,88,9.609
GATED,O3,ST_REV,2022-04-22,39709.18,41596.0,4.75,,4.75,ST_REV,88,9.609
GATED,O3,ST_REV,2022-05-18,28715.32,30771.8,7.16,,7.16,SL,2,-1.0
GATED,O3,ST_REV,2022-06-02,30452.62,32283.52,6.01,,6.01,ST_REV,47,4.846
GATED,O3,ST_REV,2022-06-09,30109.93,31829.21,5.71,,5.71,ST_REV,40,4.962
GATED,O3,ST_REV,2022-06-27,20742.56,22485.52,8.4,,8.4,SL,11,-1.0
GATED,O3,ST_REV,2022-07-10,20862.47,22384.72,7.3,,7.3,SL,8,-1.0
GATED,O3,ST_REV,2022-10-19,19123.97,19923.2,4.18,,4.18,SL,6,-1.0
GATED,O3,ST_REV,2022-10-19,19123.97,19923.2,4.18,,4.18,SL,6,-1.0
GATED,O3,ST_REV,2022-11-20,16280.23,17131.91,5.23,,5.23,SL,10,-1.0
GATED,O3,ST_REV,2022-11-28,16212.91,16971.53,4.68,,4.68,SL,2,-1.0
GATED,O3,ST_REV,2022-12-28,16547.31,17068.67,3.15,,3.15,SL,11,-1.0
GATED,O3,ST_REV,2023-05-19,26880.26,27874.78,3.7,,3.7,SL,9,-1.0
GATED,O3,ST_REV,2023-05-31,27210.35,28126.28,3.37,,3.37,SL,20,-1.0
GATED,O3,ST_REV,2024-01-31,42580.0,44198.3,3.8,,3.8,SL,7,-1.0
