mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
RAW,O2,2x,2019-03-11,3871.61,4060.48,4.88,-9.76,3.19,SL,10,-1.0
RAW,O2,2x,2019-04-24,5415.0,5536.18,2.24,-4.48,3.06,TP,1,2.0
RAW,O2,2x,2019-04-24,5415.0,5536.18,2.24,-4.48,3.06,TP,1,2.0
RAW,O2,2x,2019-04-24,5415.0,5861.17,8.24,-16.48,3.06,SL,10,-1.0
RAW,O2,2x,2019-05-07,5846.34,8592.37,46.97,-93.94,3.12,SL,19,-1.0
RAW,O2,2x,2019-06-18,9081.55,9456.01,4.12,-8.25,4.47,SL,2,-1.0
RAW,O2,2x,2019-06-18,9081.55,9456.01,4.12,-8.25,4.47,SL,2,-1.0
RAW,O2,2x,2019-06-18,9081.55,14351.75,58.03,-116.06,4.47,SL,506,-1.0
RAW,O2,2x,2019-07-11,11342.89,13195.86,16.34,-32.67,6.8,TP,104,2.0
RAW,O2,2x,2019-07-23,9864.91,12233.19,24.01,-48.01,8.36,SL,14,-1.0
RAW,O2,2x,2019-08-06,11481.69,12855.62,11.97,-23.93,6.32,TP,49,2.0
RAW,O2,2x,2019-08-22,10099.88,11456.72,13.43,-26.87,6.65,TP,62,2.0
RAW,O2,2x,2019-09-07,10455.88,11355.1,8.6,-17.2,5.58,TP,17,2.0
RAW,O2,2x,2019-10-05,8126.19,8863.23,9.07,-18.14,5.83,SL,21,-1.0
RAW,O2,2x,2019-10-30,9154.72,10853.12,18.55,-37.1,5.45,TP,134,2.0
RAW,O2,2x,2019-12-02,7294.28,8218.43,12.67,-25.34,5.87,SL,37,-1.0
RAW,O2,2x,2019-12-10,7224.13,8152.86,12.86,-25.71,5.51,SL,28,-1.0
RAW,O2,2x,2019-12-24,7255.77,7955.21,9.64,-19.28,5.05,SL,14,-1.0
RAW,O2,2x,2020-01-09,7817.76,8727.09,11.63,-23.26,4.27,SL,5,-1.0
RAW,O2,2x,2020-02-02,9331.51,9485.4,1.65,-3.3,3.62,SL,1,-1.0
RAW,O2,2x,2020-02-02,9331.51,9864.42,5.71,-11.42,3.62,SL,5,-1.0
