mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
RAW,O5,2x,2019-03-11,3871.61,4025.71,3.98,-7.96,3.19,SL,5,-1.0
RAW,O5,2x,2019-04-24,5415.0,5843.37,7.91,-15.82,3.06,SL,9,-1.0
RAW,O5,2x,2019-04-24,5415.0,5843.37,7.91,-15.82,3.06,SL,9,-1.0
RAW,O5,2x,2019-04-24,5415.0,5843.37,7.91,-15.82,3.06,SL,9,-1.0
RAW,O5,2x,2019-05-07,5846.34,6254.78,6.99,-13.97,3.12,SL,3,-1.0
RAW,O5,2x,2019-06-18,9081.55,9718.11,7.01,-14.02,4.47,SL,3,-1.0
RAW,O5,2x,2019-06-18,9081.55,9718.11,7.01,-14.02,4.47,SL,3,-1.0
RAW,O5,2x,2019-06-18,9081.55,9718.11,7.01,-14.02,4.47,SL,3,-1.0
RAW,O5,2x,2019-07-11,11342.89,13307.59,17.32,-34.64,6.8,TP,104,2.0
RAW,O5,2x,2019-07-23,9864.91,11508.17,16.66,-33.32,8.36,SL,13,-1.0
RAW,O5,2x,2019-08-06,11481.69,12855.62,11.97,-23.93,6.32,TP,49,2.0
RAW,O5,2x,2019-08-22,10099.88,10748.76,6.42,-12.85,6.65,SL,12,-1.0
RAW,O5,2x,2019-09-07,10455.88,11007.23,5.27,-10.55,5.58,TP,17,2.0
RAW,O5,2x,2019-10-05,8126.19,8546.64,5.17,-10.35,5.83,SL,4,-1.0
RAW,O5,2x,2019-10-30,9154.72,9892.96,8.06,-16.13,5.45,TP,22,2.0
RAW,O5,2x,2019-12-02,7294.28,7788.99,6.78,-13.56,5.87,SL,35,-1.0
RAW,O5,2x,2019-12-10,7224.13,7910.46,9.5,-19.0,5.51,SL,28,-1.0
RAW,O5,2x,2019-12-24,7255.77,7696.51,6.07,-12.15,5.05,SL,13,-1.0
RAW,O5,2x,2020-01-09,7817.76,8328.05,6.53,-13.05,4.27,SL,5,-1.0
RAW,O5,2x,2020-02-02,9331.51,9763.45,4.63,-9.26,3.62,SL,4,-1.0
