mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O2,2x,2019-07-23,9864.91,12233.19,24.01,-48.01,8.36,SL,14,-1.0
GATED,O2,2x,2019-09-07,10455.88,11355.1,8.6,-17.2,5.58,TP,17,2.0
GATED,O2,2x,2019-10-05,8126.19,8863.23,9.07,-18.14,5.83,SL,21,-1.0
GATED,O2,2x,2019-12-02,7294.28,8218.43,12.67,-25.34,5.87,SL,37,-1.0
GATED,O2,2x,2019-12-10,7224.13,8152.86,12.86,-25.71,5.51,SL,28,-1.0
GATED,O2,2x,2019-12-24,7255.77,7955.21,9.64,-19.28,5.05,SL,14,-1.0
GATED,O2,2x,2020-03-08,8033.31,9644.07,20.05,-40.1,4.85,TP,4,2.0
GATED,O2,2x,2020-03-27,6359.11,7537.35,18.53,-37.06,9.51,SL,27,-1.0
GATED,O2,2x,2020-04-21,6841.37,7502.3,9.66,-19.32,6.83,SL,2,-1.0
GATED,O2,2x,2020-09-20,10920.28,11598.07,6.21,-12.41,3.86,SL,22,-1.0
GATED,O2,2x,2020-10-01,10619.13,11237.35,5.82,-11.64,3.71,SL,9,-1.0
GATED,O2,2x,2021-01-31,33092.98,37934.98,14.63,-29.26,8.49,SL,4,-1.0
GATED,O2,2x,2021-03-06,48882.2,56438.39,15.46,-30.92,7.41,SL,4,-1.0
GATED,O2,2x,2021-05-04,53200.01,62230.72,16.98,-33.95,6.26,TP,15,2.0
GATED,O2,2x,2021-05-29,34605.15,46324.28,33.87,-67.73,12.49,SL,72,-1.0
GATED,O2,2x,2021-05-29,34605.15,46324.28,33.87,-67.73,12.49,SL,72,-1.0
GATED,O2,2x,2021-06-05,35513.2,44204.7,24.47,-48.95,11.32,SL,63,-1.0
GATED,O2,2x,2021-06-16,38349.01,43996.13,14.73,-29.45,9.53,SL,52,-1.0
GATED,O2,2x,2021-07-01,33504.69,38384.22,14.56,-29.13,9.91,SL,25,-1.0
GATED,O2,2x,2021-07-01,33504.69,39484.22,17.85,-35.69,9.91,SL,25,-1.0
GATED,O2,2x,2021-09-19,47241.75,51011.63,7.98,-15.96,5.03,TP,2,2.0
