mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O5,3x,2019-07-23,9864.91,11508.17,16.66,-49.97,8.36,SL,13,-1.0
GATED,O5,3x,2019-09-07,10455.88,11007.23,5.27,-15.82,5.58,TP,17,3.0
GATED,O5,3x,2019-10-05,8126.19,8546.64,5.17,-15.52,5.83,SL,4,-1.0
GATED,O5,3x,2019-12-02,7294.28,7788.99,6.78,-20.35,5.87,SL,35,-1.0
GATED,O5,3x,2019-12-10,7224.13,7910.46,9.5,-28.5,5.51,SL,28,-1.0
GATED,O5,3x,2019-12-24,7255.77,7696.51,6.07,-18.22,5.05,SL,13,-1.0
GATED,O5,3x,2020-03-08,8033.31,9342.83,16.3,-48.9,4.85,TP,5,3.0
GATED,O5,3x,2020-03-27,6359.11,7479.94,17.63,-52.88,9.51,SL,27,-1.0
GATED,O5,3x,2020-04-21,6841.37,7244.3,5.89,-17.67,6.83,SL,2,-1.0
GATED,O5,3x,2020-09-20,10920.28,11498.92,5.3,-15.9,3.86,SL,22,-1.0
GATED,O5,3x,2020-10-01,10619.13,11207.35,5.54,-16.62,3.71,SL,9,-1.0
GATED,O5,3x,2021-01-31,33092.98,37402.67,13.02,-39.07,8.49,SL,3,-1.0
GATED,O5,3x,2021-03-06,48882.2,52998.39,8.42,-25.26,7.41,SL,3,-1.0
GATED,O5,3x,2021-05-04,53200.01,60449.28,13.63,-40.88,6.26,TP,15,3.0
GATED,O5,3x,2021-05-29,34605.15,42821.86,23.74,-71.23,12.49,SL,69,-1.0
GATED,O5,3x,2021-05-29,34605.15,42821.86,23.74,-71.23,12.49,SL,69,-1.0
GATED,O5,3x,2021-06-05,35513.2,42653.7,20.11,-60.32,11.32,SL,62,-1.0
GATED,O5,3x,2021-06-16,38349.01,43193.27,12.63,-37.9,9.53,SL,51,-1.0
GATED,O5,3x,2021-07-01,33504.69,37941.79,13.24,-39.73,9.91,SL,25,-1.0
GATED,O5,3x,2021-07-01,33504.69,37941.79,13.24,-39.73,9.91,SL,25,-1.0
GATED,O5,3x,2021-09-19,47241.75,50541.26,6.98,-20.95,5.03,SL,16,-1.0
GATED,O5,3x,2021-09-19,47241.75,50541.26,6.98,-20.95,5.03,SL,16,-1.0
GATED,O5,3x,2021-12-10,47140.54,53051.68,12.54,-37.62,6.79,TP,152,3.0
GATED,O5,3x,2021-12-27,50701.44,54218.96,6.94,-20.81,5.43,TP,14,3.0
GATED,O5,3x,2021-12-27,50701.44,54218.96,6.94,-20.81,5.43,TP,14,3.0
GATED,O5,3x,2022-01-17,42201.62,45108.35,6.89,-20.66,5.6,TP,7,3.0
GATED,O5,3x,2022-04-22,39709.18,42148.74,6.14,-18.43,4.75,TP,17,3.0
GATED,O5,3x,2022-04-22,39709.18,42148.74,6.14,-18.43,4.75,TP,17,3.0
GATED,O5,3x,2022-05-18,28715.32,33797.86,17.7,-53.1,7.16,SL,523,-1.0
GATED,O5,3x,2022-06-02,30452.62,32378.75,6.32,-18.97,6.01,TP,11,3.0
GATED,O5,3x,2022-06-09,30109.93,31999.14,6.27,-18.82,5.71,TP,4,3.0
GATED,O5,3x,2022-06-27,20742.56,23410.72,12.86,-38.59,8.4,SL,22,-1.0
GATED,O5,3x,2022-07-10,20862.47,22692.97,8.77,-26.32,7.3,SL,8,-1.0
GATED,O5,3x,2022-10-19,19123.97,19911.62,4.12,-12.36,4.18,SL,6,-1.0
GATED,O5,3x,2022-10-19,19123.97,19911.62,4.12,-12.36,4.18,SL,6,-1.0
GATED,O5,3x,2022-11-20,16280.23,17629.05,8.29,-24.86,5.23,SL,23,-1.0
GATED,O5,3x,2022-11-28,16212.91,16996.34,4.83,-14.5,4.68,SL,2,-1.0
GATED,O5,3x,2022-12-28,16547.31,17200.24,3.95,-11.84,3.15,SL,12,-1.0
