mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
RAW,O3,2x,2019-03-11,3871.61,3995.19,3.19,-6.38,3.19,SL,5,-1.0
RAW,O3,2x,2019-04-24,5415.0,5580.86,3.06,-6.13,3.06,SL,9,-1.0
RAW,O3,2x,2019-04-24,5415.0,5580.86,3.06,-6.13,3.06,SL,9,-1.0
RAW,O3,2x,2019-04-24,5415.0,5580.86,3.06,-6.13,3.06,SL,9,-1.0
RAW,O3,2x,2019-05-07,5846.34,6028.47,3.12,-6.23,3.12,SL,2,-1.0
RAW,O3,2x,2019-06-18,9081.55,9487.44,4.47,-8.94,4.47,SL,2,-1.0
RAW,O3,2x,2019-06-18,9081.55,9487.44,4.47,-8.94,4.47,SL,2,-1.0
RAW,O3,2x,2019-06-18,9081.55,9487.44,4.47,-8.94,4.47,SL,2,-1.0
RAW,O3,2x,2019-07-11,11342.89,12113.95,6.8,-13.6,6.8,TP,5,2.0
RAW,O3,2x,2019-07-23,9864.91,10689.52,8.36,-16.72,8.36,SL,11,-1.0
RAW,O3,2x,2019-08-06,11481.69,12207.22,6.32,-12.64,6.32,TP,8,2.0
RAW,O3,2x,2019-08-22,10099.88,10771.66,6.65,-13.3,6.65,SL,12,-1.0
RAW,O3,2x,2019-09-07,10455.88,11039.46,5.58,-11.16,5.58,TP,17,2.0
RAW,O3,2x,2019-10-05,8126.19,8600.11,5.83,-11.66,5.83,SL,4,-1.0
RAW,O3,2x,2019-10-30,9154.72,9653.91,5.45,-10.91,5.45,TP,19,2.0
RAW,O3,2x,2019-12-02,7294.28,7722.33,5.87,-11.74,5.87,SL,2,-1.0
RAW,O3,2x,2019-12-10,7224.13,7621.86,5.51,-11.01,5.51,SL,13,-1.0
RAW,O3,2x,2019-12-24,7255.77,7621.93,5.05,-10.09,5.05,SL,13,-1.0
RAW,O3,2x,2020-01-09,7817.76,8151.23,4.27,-8.53,4.27,SL,1,-1.0
RAW,O3,2x,2020-02-02,9331.51,9669.33,3.62,-7.24,3.62,SL,3,-1.0
RAW,O3,2x,2020-02-02,9331.51,9669.33,3.62,-7.24,3.62,SL,3,-1.0
