mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O4,1x,2019-07-23,9864.91,10456.8,6.0,-6.0,8.36,TP,5,1.0
GATED,O4,1x,2019-09-07,10455.88,11083.23,6.0,-6.0,5.58,TP,12,1.0
GATED,O4,1x,2019-10-05,8126.19,8613.76,6.0,-6.0,5.83,SL,4,-1.0
GATED,O4,1x,2019-12-02,7294.28,7731.94,6.0,-6.0,5.87,SL,2,-1.0
GATED,O4,1x,2019-12-10,7224.13,7657.58,6.0,-6.0,5.51,TP,7,1.0
GATED,O4,1x,2019-12-24,7255.77,7691.12,6.0,-6.0,5.05,SL,13,-1.0
GATED,O4,1x,2020-03-08,8033.31,8515.31,6.0,-6.0,4.85,TP,4,1.0
GATED,O4,1x,2020-03-27,6359.11,6740.66,6.0,-6.0,9.51,TP,2,1.0
GATED,O4,1x,2020-04-21,6841.37,7251.85,6.0,-6.0,6.83,SL,2,-1.0
GATED,O4,1x,2020-09-20,10920.28,11575.5,6.0,-6.0,3.86,TP,3,1.0
GATED,O4,1x,2020-10-01,10619.13,11256.28,6.0,-6.0,3.71,SL,9,-1.0
GATED,O4,1x,2021-01-31,33092.98,35078.56,6.0,-6.0,8.49,SL,2,-1.0
GATED,O4,1x,2021-03-06,48882.2,51815.13,6.0,-6.0,7.41,SL,2,-1.0
GATED,O4,1x,2021-05-04,53200.01,56392.01,6.0,-6.0,6.26,SL,1,-1.0
GATED,O4,1x,2021-05-29,34605.15,36681.46,6.0,-6.0,12.49,SL,2,-1.0
GATED,O4,1x,2021-05-29,34605.15,36681.46,6.0,-6.0,12.49,SL,2,-1.0
GATED,O4,1x,2021-06-05,35513.2,37643.99,6.0,-6.0,11.32,TP,2,1.0
GATED,O4,1x,2021-06-16,38349.01,40649.95,6.0,-6.0,9.53,TP,2,1.0
GATED,O4,1x,2021-07-01,33504.69,35514.97,6.0,-6.0,9.91,SL,3,-1.0
GATED,O4,1x,2021-07-01,33504.69,35514.97,6.0,-6.0,9.91,SL,3,-1.0
GATED,O4,1x,2021-09-19,47241.75,50076.26,6.0,-6.0,5.03,TP,1,1.0
GATED,O4,1x,2021-09-19,47241.75,50076.26,6.0,-6.0,5.03,TP,1,1.0
