mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O2,TRAIL,2019-07-23,9864.91,12233.19,24.01,,8.36,TRAIL,4,-0.105
GATED,O2,TRAIL,2019-09-07,10455.88,11355.1,8.6,,5.58,TRAIL,5,0.027
GATED,O2,TRAIL,2019-10-05,8126.19,8863.23,9.07,,5.83,TRAIL,2,-0.12
GATED,O2,TRAIL,2019-12-02,7294.28,8218.43,12.67,,5.87,TRAIL,2,-0.203
GATED,O2,TRAIL,2019-12-10,7224.13,8152.86,12.86,,5.51,TRAIL,7,0.326
GATED,O2,TRAIL,2019-12-24,7255.77,7955.21,9.64,,5.05,TRAIL,10,0.054
GATED,O2,TRAIL,2020-03-08,8033.31,9644.07,20.05,,4.85,TRAIL,1,0.02
GATED,O2,TRAIL,2020-03-27,6359.11,7537.35,18.53,,9.51,TRAIL,3,-0.047
GATED,O2,TRAIL,2020-04-21,6841.37,7502.3,9.66,,6.83,SL,2,-1.0
GATED,O2,TRAIL,2020-09-20,10920.28,11598.07,6.21,,3.86,TRAIL,1,0.334
GATED,O2,TRAIL,2020-10-01,10619.13,11237.35,5.82,,3.71,TRAIL,4,-0.225
GATED,O2,TRAIL,2021-01-31,33092.98,37934.98,14.63,,8.49,SL,4,-1.0
GATED,O2,TRAIL,2021-03-06,48882.2,56438.39,15.46,,7.41,SL,4,-1.0
GATED,O2,TRAIL,2021-05-04,53200.01,62230.72,16.98,,6.26,TRAIL,8,0.172
GATED,O2,TRAIL,2021-05-29,34605.15,46324.28,33.87,,12.49,TRAIL,11,-0.023
GATED,O2,TRAIL,2021-05-29,34605.15,46324.28,33.87,,12.49,TRAIL,11,-0.023
GATED,O2,TRAIL,2021-06-05,35513.2,44204.7,24.47,,11.32,TRAIL,4,0.116
GATED,O2,TRAIL,2021-06-16,38349.01,43996.13,14.73,,9.53,TRAIL,5,0.729
GATED,O2,TRAIL,2021-07-01,33504.69,38384.22,14.56,,9.91,TRAIL,20,0.272
GATED,O2,TRAIL,2021-07-01,33504.69,39484.22,17.85,,9.91,TRAIL,20,0.222
GATED,O2,TRAIL,2021-09-19,47241.75,51011.63,7.98,,5.03,TRAIL,1,0.69
GATED,O2,TRAIL,2021-09-19,47241.75,51011.63,7.98,,5.03,TRAIL,1,0.69
GATED,O2,TRAIL,2021-12-10,47140.54,55014.68,16.7,,6.79,TRAIL,11,-0.178
GATED,O2,TRAIL,2021-12-27,50701.44,54218.96,6.94,,5.43,TRAIL,1,0.233
GATED,O2,TRAIL,2021-12-27,50701.44,54218.96,6.94,,5.43,TRAIL,1,0.233
GATED,O2,TRAIL,2022-01-17,42201.62,46432.17,10.02,,5.6,TRAIL,3,-0.147
GATED,O2,TRAIL,2022-04-22,39709.18,44329.68,11.64,,4.75,TRAIL,3,-0.066
GATED,O2,TRAIL,2022-04-22,39709.18,44329.68,11.64,,4.75,TRAIL,3,-0.066
GATED,O2,TRAIL,2022-05-18,28715.32,34547.87,20.31,,7.16,TRAIL,25,0.043
GATED,O2,TRAIL,2022-06-02,30452.62,34088.75,11.94,,6.01,TRAIL,4,-0.162
GATED,O2,TRAIL,2022-06-09,30109.93,33064.78,9.81,,5.71,TRAIL,3,0.688
GATED,O2,TRAIL,2022-06-27,20742.56,23593.87,13.75,,8.4,TRAIL,4,0.193
GATED,O2,TRAIL,2022-07-10,20862.47,23612.69,13.18,,7.3,TRAIL,3,0.208
GATED,O2,TRAIL,2022-10-19,19123.97,20937.32,9.48,,4.18,TRAIL,4,-0.168
GATED,O2,TRAIL,2022-10-19,19123.97,21026.46,9.95,,4.18,TRAIL,4,-0.161
GATED,O2,TRAIL,2022-11-20,16280.23,17688.35,8.65,,5.23,TRAIL,1,-0.004
GATED,O2,TRAIL,2022-11-28,16212.91,17321.93,6.84,,4.68,SL,3,-1.0
GATED,O2,TRAIL,2022-12-28,16547.31,17739.05,7.2,,3.15,SL,14,-1.0
GATED,O2,TRAIL,2023-05-19,26880.26,28768.45,7.02,,3.7,TRAIL,5,-0.087
GATED,O2,TRAIL,2023-05-31,27210.35,29348.66,7.86,,3.37,TRAIL,4,-0.087
GATED,O2,TRAIL,2024-01-31,42580.0,45559.44,7.0,,3.8,SL,8,-1.0
GATED,O2,TRAIL,2024-03-30,69582.18,75474.84,8.47,,4.44,TRAIL,3,0.368
GATED,O2,TRAIL,2024-04-25,64498.34,71607.32,11.02,,5.04,TRAIL,5,0.326
GATED,O2,TRAIL,2024-04-25,64498.34,71607.32,11.02,,5.04,TRAIL,5,0.326
GATED,O2,TRAIL,2024-05-08,61193.03,68119.94,11.32,,5.0,SL,12,-1.0
GATED,O2,TRAIL,2024-07-03,60208.58,65808.77,9.3,,3.57,TRAIL,1,0.251
GATED,O2,TRAIL,2024-07-03,60208.58,65808.77,9.3,,3.57,TRAIL,1,0.251
GATED,O2,TRAIL,2024-08-14,58683.39,66349.32,13.06,,4.98,TRAIL,1,-0.025
GATED,O2,TRAIL,2024-09-16,58213.99,62861.31,7.98,,4.25,SL,3,-1.0
GATED,O2,TRAIL,2024-12-28,95300.0,104020.24,9.15,,4.0,TRAIL,3,0.013
GATED,O2,TRAIL,2025-01-07,96954.61,105552.88,8.87,,3.78,TRAIL,1,0.111
GATED,O2,TRAIL,2025-03-21,84088.79,88235.35,4.93,,4.95,SL,3,-1.0
GATED,O2,TRAIL,2025-04-16,84030.38,90040.35,7.15,,4.6,SL,6,-1.0
GATED,O2,TRAIL,2025-06-30,107146.5,113691.88,6.11,,2.64,TRAIL,2,-0.111
GATED,O2,TRAIL,2025-09-06,110187.97,116951.77,6.14,,2.64,SL,10,-1.0
GATED,O2,TRAIL,2025-10-29,110021.29,117911.74,7.17,,3.22,TRAIL,1,0.037
GATED,O2,TRAIL,2025-10-29,110021.29,117911.74,7.17,,3.22,TRAIL,1,0.037
GATED,O2,TRAIL,2025-11-12,101654.37,112026.03,10.2,,3.69,TRAIL,1,0.003
GATED,O2,TRAIL,2025-11-30,90360.0,96931.35,7.27,,4.11,TRAIL,1,0.471
GATED,O2,TRAIL,2025-12-24,87669.45,93963.4,7.18,,3.95,SL,12,-1.0
GATED,O2,TRAIL,2026-01-07,91364.16,92450.88,1.19,,3.27,TRAIL,5,-0.796
GATED,O2,TRAIL,2026-02-12,66272.17,75543.06,13.99,,5.58,TRAIL,11,-0.127
GATED,O2,TRAIL,2026-04-12,70740.98,71628.86,1.26,,3.87,SL,1,-1.0
GATED,O2,TRAIL,2026-05-27,74449.3,80444.67,8.05,,2.92,TRAIL,5,0.283
GATED,O2,TRAIL,2026-06-17,64509.4,69959.99,8.45,,3.57,TRAIL,1,0.003
GATED,O2,TRAIL,2026-07-08,62290.0,67461.4,8.3,,3.6,EXP,1,0.113
GATED,O2,TRAIL,2026-07-08,62290.0,67461.4,8.3,,3.6,EXP,1,0.113
