mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O5,2x,2019-07-23,9864.91,11508.17,16.66,-33.32,8.36,SL,13,-1.0
GATED,O5,2x,2019-09-07,10455.88,11007.23,5.27,-10.55,5.58,TP,17,2.0
GATED,O5,2x,2019-10-05,8126.19,8546.64,5.17,-10.35,5.83,SL,4,-1.0
GATED,O5,2x,2019-12-02,7294.28,7788.99,6.78,-13.56,5.87,SL,35,-1.0
GATED,O5,2x,2019-12-10,7224.13,7910.46,9.5,-19.0,5.51,SL,28,-1.0
GATED,O5,2x,2019-12-24,7255.77,7696.51,6.07,-12.15,5.05,SL,13,-1.0
GATED,O5,2x,2020-03-08,8033.31,9342.83,16.3,-32.6,4.85,TP,4,2.0
GATED,O5,2x,2020-03-27,6359.11,7479.94,17.63,-35.25,9.51,SL,27,-1.0
GATED,O5,2x,2020-04-21,6841.37,7244.3,5.89,-11.78,6.83,SL,2,-1.0
GATED,O5,2x,2020-09-20,10920.28,11498.92,5.3,-10.6,3.86,SL,22,-1.0
GATED,O5,2x,2020-10-01,10619.13,11207.35,5.54,-11.08,3.71,SL,9,-1.0
GATED,O5,2x,2021-01-31,33092.98,37402.67,13.02,-26.05,8.49,SL,3,-1.0
GATED,O5,2x,2021-03-06,48882.2,52998.39,8.42,-16.84,7.41,SL,3,-1.0
GATED,O5,2x,2021-05-04,53200.01,60449.28,13.63,-27.25,6.26,TP,15,2.0
GATED,O5,2x,2021-05-29,34605.15,42821.86,23.74,-47.49,12.49,SL,69,-1.0
GATED,O5,2x,2021-05-29,34605.15,42821.86,23.74,-47.49,12.49,SL,69,-1.0
GATED,O5,2x,2021-06-05,35513.2,42653.7,20.11,-40.21,11.32,SL,62,-1.0
GATED,O5,2x,2021-06-16,38349.01,43193.27,12.63,-25.26,9.53,SL,51,-1.0
GATED,O5,2x,2021-07-01,33504.69,37941.79,13.24,-26.49,9.91,SL,25,-1.0
GATED,O5,2x,2021-07-01,33504.69,37941.79,13.24,-26.49,9.91,SL,25,-1.0
GATED,O5,2x,2021-09-19,47241.75,50541.26,6.98,-13.97,5.03,TP,2,2.0
GATED,O5,2x,2021-09-19,47241.75,50541.26,6.98,-13.97,5.03,TP,2,2.0
GATED,O5,2x,2021-12-10,47140.54,53051.68,12.54,-25.08,6.79,TP,43,2.0
GATED,O5,2x,2021-12-27,50701.44,54218.96,6.94,-13.88,5.43,TP,9,2.0
GATED,O5,2x,2021-12-27,50701.44,54218.96,6.94,-13.88,5.43,TP,9,2.0
GATED,O5,2x,2022-01-17,42201.62,45108.35,6.89,-13.78,5.6,TP,4,2.0
GATED,O5,2x,2022-04-22,39709.18,42148.74,6.14,-12.29,4.75,TP,15,2.0
GATED,O5,2x,2022-04-22,39709.18,42148.74,6.14,-12.29,4.75,TP,15,2.0
GATED,O5,2x,2022-05-18,28715.32,33797.86,17.7,-35.4,7.16,TP,31,2.0
GATED,O5,2x,2022-06-02,30452.62,32378.75,6.32,-12.65,6.01,TP,10,2.0
GATED,O5,2x,2022-06-09,30109.93,31999.14,6.27,-12.55,5.71,TP,4,2.0
GATED,O5,2x,2022-06-27,20742.56,23410.72,12.86,-25.73,8.4,SL,22,-1.0
GATED,O5,2x,2022-07-10,20862.47,22692.97,8.77,-17.55,7.3,SL,8,-1.0
GATED,O5,2x,2022-10-19,19123.97,19911.62,4.12,-8.24,4.18,SL,6,-1.0
GATED,O5,2x,2022-10-19,19123.97,19911.62,4.12,-8.24,4.18,SL,6,-1.0
GATED,O5,2x,2022-11-20,16280.23,17629.05,8.29,-16.57,5.23,SL,23,-1.0
