mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
RAW,O5,TRAIL,2019-03-11,3871.61,4025.71,3.98,,3.19,SL,5,-1.0
RAW,O5,TRAIL,2019-04-24,5415.0,5843.37,7.91,,3.06,TRAIL,1,0.366
RAW,O5,TRAIL,2019-04-24,5415.0,5843.37,7.91,,3.06,TRAIL,1,0.366
RAW,O5,TRAIL,2019-04-24,5415.0,5843.37,7.91,,3.06,TRAIL,1,0.366
RAW,O5,TRAIL,2019-05-07,5846.34,6254.78,6.99,,3.12,SL,3,-1.0
RAW,O5,TRAIL,2019-06-18,9081.55,9718.11,7.01,,4.47,SL,3,-1.0
RAW,O5,TRAIL,2019-06-18,9081.55,9718.11,7.01,,4.47,SL,3,-1.0
RAW,O5,TRAIL,2019-06-18,9081.55,9718.11,7.01,,4.47,SL,3,-1.0
RAW,O5,TRAIL,2019-07-11,11342.89,13307.59,17.32,,6.8,TRAIL,2,-0.114
RAW,O5,TRAIL,2019-07-23,9864.91,11508.17,16.66,,8.36,TRAIL,4,-0.151
RAW,O5,TRAIL,2019-08-06,11481.69,12855.62,11.97,,6.32,TRAIL,8,0.674
RAW,O5,TRAIL,2019-08-22,10099.88,10748.76,6.42,,6.65,TRAIL,6,-0.215
RAW,O5,TRAIL,2019-09-07,10455.88,11007.23,5.27,,5.58,TRAIL,5,0.044
RAW,O5,TRAIL,2019-10-05,8126.19,8546.64,5.17,,5.83,TRAIL,2,-0.21
RAW,O5,TRAIL,2019-10-30,9154.72,9892.96,8.06,,5.45,TRAIL,9,-0.021
RAW,O5,TRAIL,2019-12-02,7294.28,7788.99,6.78,,5.87,TRAIL,2,-0.379
RAW,O5,TRAIL,2019-12-10,7224.13,7910.46,9.5,,5.51,TRAIL,7,0.441
RAW,O5,TRAIL,2019-12-24,7255.77,7696.51,6.07,,5.05,TRAIL,10,0.086
RAW,O5,TRAIL,2020-01-09,7817.76,8328.05,6.53,,4.27,SL,5,-1.0
RAW,O5,TRAIL,2020-02-02,9331.51,9763.45,4.63,,3.62,TRAIL,3,-0.21
RAW,O5,TRAIL,2020-02-02,9331.51,9763.45,4.63,,3.62,TRAIL,3,-0.21
RAW,O5,TRAIL,2020-03-08,8033.31,9342.83,16.3,,4.85,TRAIL,1,0.024
RAW,O5,TRAIL,2020-03-27,6359.11,7479.94,17.63,,9.51,TRAIL,3,-0.05
RAW,O5,TRAIL,2020-04-21,6841.37,7244.3,5.89,,6.83,SL,2,-1.0
RAW,O5,TRAIL,2020-06-02,9518.04,10750.11,12.94,,5.45,TRAIL,9,-0.075
RAW,O5,TRAIL,2020-06-02,9518.04,10750.11,12.94,,5.45,TRAIL,9,-0.075
RAW,O5,TRAIL,2020-06-02,9518.04,10750.11,12.94,,5.45,TRAIL,9,-0.075
RAW,O5,TRAIL,2020-06-02,9518.04,10750.11,12.94,,5.45,TRAIL,9,-0.075
RAW,O5,TRAIL,2020-07-04,9135.46,9393.68,2.83,,3.92,TRAIL,2,-0.413
RAW,O5,TRAIL,2020-07-27,11029.96,11681.86,5.91,,2.88,TRAIL,1,0.247
RAW,O5,TRAIL,2020-07-27,11029.96,11681.86,5.91,,2.88,TRAIL,1,0.247
RAW,O5,TRAIL,2020-07-27,11029.96,11681.86,5.91,,2.88,TRAIL,1,0.247
