mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O2,3x,2019-07-23,9864.91,12233.19,24.01,-72.02,8.36,SL,14,-1.0
GATED,O2,3x,2019-09-07,10455.88,11355.1,8.6,-25.8,5.58,TP,19,3.0
GATED,O2,3x,2019-10-05,8126.19,8863.23,9.07,-27.21,5.83,SL,21,-1.0
GATED,O2,3x,2019-12-02,7294.28,8218.43,12.67,-38.01,5.87,SL,37,-1.0
GATED,O2,3x,2019-12-10,7224.13,8152.86,12.86,-38.57,5.51,SL,28,-1.0
GATED,O2,3x,2019-12-24,7255.77,7955.21,9.64,-28.92,5.05,SL,14,-1.0
GATED,O2,3x,2020-03-08,8033.31,9644.07,20.05,-60.15,4.85,SL,60,-1.0
GATED,O2,3x,2020-03-27,6359.11,7537.35,18.53,-55.59,9.51,SL,27,-1.0
GATED,O2,3x,2020-04-21,6841.37,7502.3,9.66,-28.98,6.83,SL,2,-1.0
GATED,O2,3x,2020-09-20,10920.28,11598.07,6.21,-18.62,3.86,SL,22,-1.0
GATED,O2,3x,2020-10-01,10619.13,11237.35,5.82,-17.47,3.71,SL,9,-1.0
GATED,O2,3x,2021-01-31,33092.98,37934.98,14.63,-43.89,8.49,SL,4,-1.0
GATED,O2,3x,2021-03-06,48882.2,56438.39,15.46,-46.37,7.41,SL,4,-1.0
GATED,O2,3x,2021-05-04,53200.01,62230.72,16.98,-50.93,6.26,SL,164,-1.0
GATED,O2,3x,2021-05-29,34605.15,46324.28,33.87,-101.6,12.49,SL,72,-1.0
GATED,O2,3x,2021-05-29,34605.15,46324.28,33.87,-101.6,12.49,SL,72,-1.0
GATED,O2,3x,2021-06-05,35513.2,44204.7,24.47,-73.42,11.32,SL,63,-1.0
GATED,O2,3x,2021-06-16,38349.01,43996.13,14.73,-44.18,9.53,SL,52,-1.0
GATED,O2,3x,2021-07-01,33504.69,38384.22,14.56,-43.69,9.91,SL,25,-1.0
GATED,O2,3x,2021-07-01,33504.69,39484.22,17.85,-53.54,9.91,SL,25,-1.0
GATED,O2,3x,2021-09-19,47241.75,51011.63,7.98,-23.94,5.03,SL,16,-1.0
GATED,O2,3x,2021-09-19,47241.75,51011.63,7.98,-23.94,5.03,SL,16,-1.0
GATED,O2,3x,2021-12-10,47140.54,55014.68,16.7,-50.11,6.79,TP,185,3.0
GATED,O2,3x,2021-12-27,50701.44,54218.96,6.94,-20.81,5.43,TP,14,3.0
GATED,O2,3x,2021-12-27,50701.44,54218.96,6.94,-20.81,5.43,TP,14,3.0
GATED,O2,3x,2022-01-17,42201.62,46432.17,10.02,-30.07,5.6,SL,69,-1.0
GATED,O2,3x,2022-04-22,39709.18,44329.68,11.64,-34.91,4.75,TP,52,3.0
GATED,O2,3x,2022-04-22,39709.18,44329.68,11.64,-34.91,4.75,TP,52,3.0
GATED,O2,3x,2022-05-18,28715.32,34547.87,20.31,-60.93,7.16,SL,523,-1.0
GATED,O2,3x,2022-06-02,30452.62,34088.75,11.94,-35.82,6.01,TP,16,3.0
GATED,O2,3x,2022-06-09,30109.93,33064.78,9.81,-29.44,5.71,TP,5,3.0
GATED,O2,3x,2022-06-27,20742.56,23593.87,13.75,-41.24,8.4,SL,22,-1.0
GATED,O2,3x,2022-07-10,20862.47,23612.69,13.18,-39.55,7.3,SL,9,-1.0
GATED,O2,3x,2022-10-19,19123.97,20937.32,9.48,-28.45,4.18,SL,7,-1.0
GATED,O2,3x,2022-10-19,19123.97,21026.46,9.95,-29.84,4.18,SL,10,-1.0
GATED,O2,3x,2022-11-20,16280.23,17688.35,8.65,-25.95,5.23,SL,23,-1.0
GATED,O2,3x,2022-11-28,16212.91,17321.93,6.84,-20.52,4.68,SL,3,-1.0
GATED,O2,3x,2022-12-28,16547.31,17739.05,7.2,-21.61,3.15,SL,14,-1.0
GATED,O2,3x,2023-05-19,26880.26,28768.45,7.02,-21.07,3.7,SL,33,-1.0
GATED,O2,3x,2023-05-31,27210.35,29348.66,7.86,-23.58,3.37,SL,21,-1.0
GATED,O2,3x,2024-01-31,42580.0,45559.44,7.0,-20.99,3.8,SL,8,-1.0
GATED,O2,3x,2024-03-30,69582.18,75474.84,8.47,-25.41,4.44,TP,128,3.0
GATED,O2,3x,2024-04-25,64498.34,71607.32,11.02,-33.07,5.04,SL,26,-1.0
GATED,O2,3x,2024-04-25,64498.34,71607.32,11.02,-33.07,5.04,SL,26,-1.0
GATED,O2,3x,2024-05-08,61193.03,68119.94,11.32,-33.96,5.0,SL,12,-1.0
GATED,O2,3x,2024-07-03,60208.58,65808.77,9.3,-27.9,3.57,SL,14,-1.0
GATED,O2,3x,2024-07-03,60208.58,65808.77,9.3,-27.9,3.57,SL,14,-1.0
GATED,O2,3x,2024-08-14,58683.39,66349.32,13.06,-39.19,4.98,SL,44,-1.0
GATED,O2,3x,2024-09-16,58213.99,62861.31,7.98,-23.95,4.25,SL,3,-1.0
GATED,O2,3x,2024-12-28,95300.0,104020.24,9.15,-27.45,4.0,SL,20,-1.0
GATED,O2,3x,2025-01-07,96954.61,105552.88,8.87,-26.61,3.78,SL,10,-1.0
GATED,O2,3x,2025-03-21,84088.79,88235.35,4.93,-14.79,4.95,SL,3,-1.0
GATED,O2,3x,2025-04-16,84030.38,90040.35,7.15,-21.46,4.6,SL,6,-1.0
GATED,O2,3x,2025-06-30,107146.5,113691.88,6.11,-18.33,2.64,SL,10,-1.0
GATED,O2,3x,2025-09-06,110187.97,116951.77,6.14,-18.42,2.64,SL,10,-1.0
GATED,O2,3x,2025-10-29,110021.29,117911.74,7.17,-21.52,3.22,TP,22,3.0
GATED,O2,3x,2025-10-29,110021.29,117911.74,7.17,-21.52,3.22,TP,22,3.0
GATED,O2,3x,2025-11-12,101654.37,112026.03,10.2,-30.61,3.69,TP,85,3.0
GATED,O2,3x,2025-11-30,90360.0,96931.35,7.27,-21.82,4.11,SL,45,-1.0
GATED,O2,3x,2025-12-24,87669.45,93963.4,7.18,-21.54,3.95,SL,12,-1.0
GATED,O2,3x,2026-01-07,91364.16,92450.88,1.19,-3.57,3.27,SL,5,-1.0
GATED,O2,3x,2026-02-12,66272.17,75543.06,13.99,-41.97,5.58,SL,33,-1.0
GATED,O2,3x,2026-04-12,70740.98,71628.86,1.26,-3.77,3.87,SL,1,-1.0
GATED,O2,3x,2026-05-27,74449.3,80444.67,8.05,-24.16,2.92,EXP,43,2.126
GATED,O2,3x,2026-06-17,64509.4,69959.99,8.45,-25.35,3.57,EXP,22,0.514
GATED,O2,3x,2026-07-08,62290.0,67461.4,8.3,-24.91,3.6,EXP,1,0.113
GATED,O2,3x,2026-07-08,62290.0,67461.4,8.3,-24.91,3.6,EXP,1,0.113
