mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
RAW,O2,3x,2019-03-11,3871.61,4060.48,4.88,-14.63,3.19,SL,10,-1.0
RAW,O2,3x,2019-04-24,5415.0,5536.18,2.24,-6.71,3.06,SL,8,-1.0
RAW,O2,3x,2019-04-24,5415.0,5536.18,2.24,-6.71,3.06,SL,8,-1.0
RAW,O2,3x,2019-04-24,5415.0,5861.17,8.24,-24.72,3.06,SL,10,-1.0
RAW,O2,3x,2019-05-07,5846.34,8592.37,46.97,-140.91,3.12,SL,19,-1.0
RAW,O2,3x,2019-06-18,9081.55,9456.01,4.12,-12.37,4.47,SL,2,-1.0
RAW,O2,3x,2019-06-18,9081.55,9456.01,4.12,-12.37,4.47,SL,2,-1.0
RAW,O2,3x,2019-06-18,9081.55,14351.75,58.03,-174.1,4.47,SL,506,-1.0
RAW,O2,3x,2019-07-11,11342.89,13195.86,16.34,-49.01,6.8,TP,245,3.0
RAW,O2,3x,2019-07-23,9864.91,12233.19,24.01,-72.02,8.36,SL,14,-1.0
RAW,O2,3x,2019-08-06,11481.69,12855.62,11.97,-35.9,6.32,TP,78,3.0
RAW,O2,3x,2019-08-22,10099.88,11456.72,13.43,-40.3,6.65,TP,203,3.0
RAW,O2,3x,2019-09-07,10455.88,11355.1,8.6,-25.8,5.58,TP,19,3.0
RAW,O2,3x,2019-10-05,8126.19,8863.23,9.07,-27.21,5.83,SL,21,-1.0
RAW,O2,3x,2019-10-30,9154.72,10853.12,18.55,-55.66,5.45,TP,135,3.0
RAW,O2,3x,2019-12-02,7294.28,8218.43,12.67,-38.01,5.87,SL,37,-1.0
RAW,O2,3x,2019-12-10,7224.13,8152.86,12.86,-38.57,5.51,SL,28,-1.0
RAW,O2,3x,2019-12-24,7255.77,7955.21,9.64,-28.92,5.05,SL,14,-1.0
RAW,O2,3x,2020-01-09,7817.76,8727.09,11.63,-34.89,4.27,SL,5,-1.0
RAW,O2,3x,2020-02-02,9331.51,9485.4,1.65,-4.95,3.62,SL,1,-1.0
RAW,O2,3x,2020-02-02,9331.51,9864.42,5.71,-17.13,3.62,SL,5,-1.0
RAW,O2,3x,2020-03-08,8033.31,9644.07,20.05,-60.15,4.85,SL,60,-1.0
RAW,O2,3x,2020-03-27,6359.11,7537.35,18.53,-55.59,9.51,SL,27,-1.0
RAW,O2,3x,2020-04-21,6841.37,7502.3,9.66,-28.98,6.83,SL,2,-1.0
RAW,O2,3x,2020-06-02,9518.04,8259.12,-13.23,0.0,5.45,INV,0,0
RAW,O2,3x,2020-06-02,9518.04,10588.12,11.24,-33.73,5.45,SL,55,-1.0
RAW,O2,3x,2020-06-02,9518.04,10460.12,9.9,-29.69,5.45,SL,55,-1.0
RAW,O2,3x,2020-06-02,9518.04,10901.12,14.53,-43.59,5.45,SL,55,-1.0
RAW,O2,3x,2020-07-04,9135.46,9495.68,3.94,-11.83,3.92,SL,18,-1.0
RAW,O2,3x,2020-07-27,11029.96,9757.0,-11.54,0.0,2.88,INV,0,0
RAW,O2,3x,2020-07-27,11029.96,11681.86,5.91,-17.73,2.88,SL,5,-1.0
RAW,O2,3x,2020-07-27,11029.96,11681.86,5.91,-17.73,2.88,SL,5,-1.0
RAW,O2,3x,2020-09-02,11388.54,12391.13,8.8,-26.41,3.56,SL,49,-1.0
RAW,O2,3x,2020-09-02,11388.54,12791.78,12.32,-36.96,3.56,SL,49,-1.0
RAW,O2,3x,2020-09-02,11388.54,12374.63,8.66,-25.98,3.56,SL,49,-1.0
RAW,O2,3x,2020-09-20,10920.28,11598.07,6.21,-18.62,3.86,SL,22,-1.0
RAW,O2,3x,2020-10-01,10619.13,11237.35,5.82,-17.47,3.71,SL,9,-1.0
RAW,O2,3x,2020-12-21,22719.71,12947.43,-43.01,0.0,4.35,INV,0,0
RAW,O2,3x,2020-12-21,22719.71,14445.1,-36.42,0.0,4.35,INV,0,0
RAW,O2,3x,2020-12-21,22719.71,21115.42,-7.06,0.0,4.35,INV,0,0
RAW,O2,3x,2020-12-21,22719.71,25522.42,12.34,-37.01,4.35,SL,5,-1.0
RAW,O2,3x,2021-01-31,33092.98,45009.98,36.01,-108.03,8.49,SL,8,-1.0
RAW,O2,3x,2021-01-31,33092.98,37934.98,14.63,-43.89,8.49,SL,4,-1.0
RAW,O2,3x,2021-03-06,48882.2,56438.39,15.46,-46.37,7.41,SL,4,-1.0
RAW,O2,3x,2021-04-03,57051.94,64812.85,13.6,-40.81,5.94,SL,11,-1.0
RAW,O2,3x,2021-04-03,57051.94,63168.85,10.72,-32.16,5.94,SL,10,-1.0
RAW,O2,3x,2021-05-04,53200.01,62230.72,16.98,-50.93,6.26,SL,164,-1.0
