timestamp,close,rob_fast,rob_main,rob_slow,body,wick_rat,rob_trend,mom_bull,mom_bear,crt_t1,crt_t2,sig_bull,sig_bear,signal,htf_dir,phase_text
2026-07-05,63650.0,63650.0,63650.0,63650.0,505.98999999999796,0.676147746110178,NEUTRAL,False,False,False,False,False,False,--,at FAST,Mode=Smart Stats | RobDir=NEUTRAL | Sig=-- | HTF=at FAST
2026-07-06,64042.02,63692.62843743559,63666.347527075646,63656.53548009066,392.00999999999476,0.8844705230522597,BULL UP,False,False,False,False,False,False,--,above FAST,Mode=Smart Stats | RobDir=BULL UP | Sig=-- | HTF=above FAST
2026-07-07,63363.99,63655.66479717723,63652.9441592297,63651.6531998046,678.9400000000023,0.5866699947035497,NEUTRAL,False,False,False,False,False,False,--,below FAST,Mode=Smart Stats | RobDir=NEUTRAL | Sig=-- | HTF=below FAST
2026-07-08,62290.0,63507.48698521797,63596.65346692593,63628.95144754761,1074.0,0.5156555111097082,BEAR DN,False,False,False,False,False,False,--,below FAST,Mode=Smart Stats | RobDir=BEAR DN | Sig=-- | HTF=below FAST
2026-07-09,63230.0,63481.29621700081,63582.378883450896,63622.31715063506,939.989999999998,0.47624407285856857,BEAR DN,False,False,False,False,False,False,--,below FAST,Mode=Smart Stats | RobDir=BEAR DN | Sig=-- | HTF=below FAST
2026-07-10,64161.72,63559.731730352105,63608.79652976006,63631.33143993306,931.7099999999991,0.47266275002546987,NEUTRAL,False,False,False,False,False,False,--,above FAST,Mode=Smart Stats | RobDir=NEUTRAL | Sig=-- | HTF=above FAST
2026-07-11,63819.0,63587.88189674483,63620.16347880215,63634.47442284733,342.72000000000116,0.4997591627621829,NEUTRAL,False,False,False,False,False,False,--,above FAST,Mode=Smart Stats | RobDir=NEUTRAL | Sig=-- | HTF=above FAST
2026-07-12,63780.0,63610.77828177495,63628.4726615415,63636.91213704375,39.01000000000204,0.9399180630852604,NEUTRAL,False,False,False,False,False,False,--,above FAST,Mode=Smart Stats | RobDir=NEUTRAL | Sig=-- | HTF=above FAST
2026-07-13,62334.52,63471.89470756961,63572.492910980065,63615.20909719674,1445.4800000000032,0.4440525686242067,BEAR DN,False,False,False,False,False,False,--,below FAST,Mode=Smart Stats | RobDir=BEAR DN | Sig=-- | HTF=below FAST
