ts,open,high,low,close,volume
1784146500,8.948876116370225e-05,8.965327393761301e-05,8.948876116370225e-05,8.965327393761301e-05,0.04254391544743158
1784147100,8.965327393761301e-05,8.975458407213847e-05,8.965327393761301e-05,8.975458407213847e-05,0.038719984769177276
1784147700,8.975458407213847e-05,8.975458407213847e-05,6.554117115528522e-05,6.554117115528522e-05,4.970247837109021
1784148000,6.554117115528522e-05,6.554117115528522e-05,4.779736074970644e-05,4.779736074970644e-05,3.685532012236211
1784148300,4.779736074970644e-05,4.779736074970644e-05,2.8087101930483894e-05,2.8087101930483894e-05,5.518984777697557
1784149200,2.8087101930483894e-05,2.8087101930483894e-05,1.780028141994318e-05,1.780028141994318e-05,3.3967097909011503
1784149500,1.780028141994318e-05,1.9624173249971952e-05,1.780028141994318e-05,1.9624173249971952e-05,0.9888398026227491
1784149800,1.9624173249971952e-05,6.861840634291404e-05,1.9624173249971952e-05,6.861840634291404e-05,13.411965115428455
1784150100,6.861840634291404e-05,7.183844763188003e-05,6.517807996613581e-05,6.517807996613581e-05,1.5691040816892845
1784150400,6.517807996613581e-05,8.524485788234216e-05,4.482044011324605e-05,8.524485788234216e-05,14.830630155238415
1784150700,8.524485788234216e-05,8.81541555509536e-05,8.423196741631337e-05,8.423196741631337e-05,0.9810936056904794
1784151000,8.423196741631337e-05,8.423196741631337e-05,7.586302154628859e-05,7.586302154628859e-05,2.712192259317596
1784151600,7.586302154628859e-05,7.586302154628859e-05,4.210706881666746e-05,4.210706881666746e-05,6.441658369478007
1784151900,4.210706881666746e-05,4.4591763438474683e-05,4.210706881666746e-05,4.4591763438474683e-05,0.5330563242311452
1784152200,4.4591763438474683e-05,4.755910676681768e-05,4.4591763438474683e-05,4.755910676681768e-05,0.7482993111920284
1784152500,4.755910676681768e-05,0.00012962506378627478,4.72625659945518e-05,0.00010095500225490077,24.698935462063258
1784152800,0.00010095500225490077,0.00012145027909148192,0.00010095500225490077,0.00010674907253367921,5.648929619555367
1784153100,0.00010674907253367921,0.00010674907253367921,8.314326364181956e-05,8.314326364181956e-05,5.140979250305716
1784153400,8.314326364181956e-05,8.314326364181956e-05,6.972824758738341e-05,6.972824758738341e-05,1.9650922395553716
1784153700,6.972824758738341e-05,8.499614681675396e-05,6.92011871664358e-05,8.499614681675396e-05,3.2287240330303266
1784154000,8.499614681675396e-05,8.499614681675396e-05,6.783980144355789e-05,8.310233355590145e-05,7.116310834433606
1784154300,8.310233355590145e-05,9.066303734008149e-05,6.422581469670667e-05,9.066303734008149e-05,9.027193446423412
1784154600,9.066303734008149e-05,9.066303734008149e-05,8.049764607540773e-05,8.049764607540773e-05,1.9113655177992916
1784154900,8.049764607540773e-05,8.049764607540773e-05,7.877986437613257e-05,7.877986437613257e-05,0.4476568106141907
1784155200,7.877986437613257e-05,7.877986437613257e-05,7.785763477334258e-05,7.785763477334258e-05,0.17541010273980964
1784155500,7.785763477334258e-05,9.805543436279533e-05,7.785763477334258e-05,9.805543436279533e-05,3.654689987592122
1784155800,9.805543436279533e-05,0.0001050762282737251,8.88384619596434e-05,8.88384619596434e-05,4.124481565823969
1784156100,8.88384619596434e-05,8.88384619596434e-05,7.829165144584047e-05,7.829165144584047e-05,2.366737035042602
1784156400,7.829165144584047e-05,7.829165144584047e-05,6.159359078889086e-05,6.159359078889086e-05,2.9577746516053742
