mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
RAW,O1,1x,2019-01-13,3589.38,3948.32,10.0,-10.0,1.64,SL,220,-1.0
RAW,O1,1x,2019-01-13,3589.38,3948.32,10.0,-10.0,1.64,SL,220,-1.0
RAW,O1,1x,2019-01-15,3611.39,3972.53,10.0,-10.0,1.65,SL,208,-1.0
RAW,O1,1x,2019-01-18,3599.01,3958.91,10.0,-10.0,1.46,SL,190,-1.0
RAW,O1,1x,2019-01-18,3599.01,3958.91,10.0,-10.0,1.46,SL,190,-1.0
RAW,O1,1x,2019-01-23,3561.73,3917.9,10.0,-10.0,1.38,SL,159,-1.0
RAW,O1,1x,2019-01-25,3541.97,3896.17,10.0,-10.0,1.25,SL,146,-1.0
RAW,O1,1x,2019-01-28,3481.64,3829.8,10.0,-10.0,1.24,SL,129,-1.0
RAW,O1,1x,2019-01-31,3465.32,3811.85,10.0,-10.0,1.19,SL,111,-1.0
RAW,O1,1x,2019-02-02,3453.55,3798.91,10.0,-10.0,1.09,SL,98,-1.0
RAW,O1,1x,2019-02-05,3460.44,3806.48,10.0,-10.0,0.96,SL,78,-1.0
RAW,O1,1x,2019-02-05,3460.44,3806.48,10.0,-10.0,0.96,SL,78,-1.0
RAW,O1,1x,2019-02-09,3660.86,4026.95,10.0,-10.0,1.09,SL,87,-1.0
RAW,O1,1x,2019-02-09,3660.86,4026.95,10.0,-10.0,1.09,SL,87,-1.0
RAW,O1,1x,2019-02-13,3634.0,3997.4,10.0,-10.0,1.01,SL,48,-1.0
RAW,O1,1x,2019-02-13,3634.0,3997.4,10.0,-10.0,1.01,SL,48,-1.0
RAW,O1,1x,2019-02-15,3585.73,3944.3,10.0,-10.0,0.98,SL,21,-1.0
RAW,O1,1x,2019-02-16,3618.41,3980.25,10.0,-10.0,0.9,SL,16,-1.0
RAW,O1,1x,2019-02-19,3885.06,4273.57,10.0,-10.0,1.17,SL,252,-1.0
RAW,O1,1x,2019-02-23,3949.73,4344.7,10.0,-10.0,1.11,SL,227,-1.0
RAW,O1,1x,2019-02-23,3949.73,4344.7,10.0,-10.0,1.11,SL,227,-1.0
RAW,O1,1x,2019-02-26,3808.99,4189.89,10.0,-10.0,1.57,SL,208,-1.0
RAW,O1,1x,2019-02-27,3813.93,4195.32,10.0,-10.0,1.37,SL,200,-1.0
RAW,O1,1x,2019-03-03,3795.62,4175.18,10.0,-10.0,1.14,SL,176,-1.0
RAW,O1,1x,2019-03-03,3795.62,4175.18,10.0,-10.0,1.14,SL,176,-1.0
RAW,O1,1x,2019-03-03,3795.62,4175.18,10.0,-10.0,1.14,SL,176,-1.0
RAW,O1,1x,2019-03-06,3862.55,4248.8,10.0,-10.0,1.17,SL,160,-1.0
RAW,O1,1x,2019-03-13,3856.12,4241.73,10.0,-10.0,1.06,SL,119,-1.0
RAW,O1,1x,2019-03-20,3994.97,4394.47,10.0,-10.0,0.88,SL,79,-1.0
RAW,O1,1x,2019-03-20,3994.97,4394.47,10.0,-10.0,0.88,SL,79,-1.0
RAW,O1,1x,2019-03-20,3994.97,4394.47,10.0,-10.0,0.88,SL,79,-1.0
RAW,O1,1x,2019-03-20,3994.97,4394.47,10.0,-10.0,0.88,SL,79,-1.0
RAW,O1,1x,2019-03-28,4014.83,4416.31,10.0,-10.0,0.84,SL,31,-1.0
RAW,O1,1x,2019-03-28,4014.83,4416.31,10.0,-10.0,0.84,SL,31,-1.0
RAW,O1,1x,2019-03-28,4014.83,4416.31,10.0,-10.0,0.84,SL,31,-1.0
RAW,O1,1x,2019-04-06,4984.45,5482.9,10.0,-10.0,1.86,SL,102,-1.0
RAW,O1,1x,2019-04-06,4984.45,5482.9,10.0,-10.0,1.86,SL,102,-1.0
RAW,O1,1x,2019-04-06,4984.45,5482.9,10.0,-10.0,1.86,SL,102,-1.0
RAW,O1,1x,2019-04-06,4984.45,5482.9,10.0,-10.0,1.86,SL,102,-1.0
RAW,O1,1x,2019-04-06,4984.45,5482.9,10.0,-10.0,1.86,SL,102,-1.0
RAW,O1,1x,2019-04-13,5018.92,5520.81,10.0,-10.0,1.93,SL,59,-1.0
RAW,O1,1x,2019-04-13,5018.92,5520.81,10.0,-10.0,1.93,SL,59,-1.0
RAW,O1,1x,2019-04-13,5018.92,5520.81,10.0,-10.0,1.93,SL,59,-1.0
RAW,O1,1x,2019-04-15,5104.33,5614.76,10.0,-10.0,1.57,SL,107,-1.0
RAW,O1,1x,2019-04-17,5182.91,5701.2,10.0,-10.0,1.51,SL,95,-1.0
RAW,O1,1x,2019-04-17,5182.91,5701.2,10.0,-10.0,1.51,SL,95,-1.0
RAW,O1,1x,2019-04-25,5219.9,5741.89,10.0,-10.0,1.68,SL,45,-1.0
RAW,O1,1x,2019-04-25,5219.9,5741.89,10.0,-10.0,1.68,SL,45,-1.0
RAW,O1,1x,2019-04-25,5219.9,5741.89,10.0,-10.0,1.68,SL,45,-1.0
RAW,O1,1x,2019-04-28,5305.91,5836.5,10.0,-10.0,1.6,SL,32,-1.0
RAW,O1,1x,2019-05-07,5922.87,6515.16,10.0,-10.0,1.54,SL,20,-1.0
RAW,O1,1x,2019-05-07,5922.87,6515.16,10.0,-10.0,1.54,SL,20,-1.0
