ts,open,high,low,close,volume
1784431800,4.45833462957e-06,5.175988097582e-06,4.284371948144e-06,5.175988097582e-06,200.46665971115357
1784433600,5.549359821503e-06,6.069253109604e-06,4.732612047411e-06,4.732612047411e-06,285.52461918138954
1784435400,4.827737549564e-06,5.494415664854e-06,4.732612047411e-06,5.074000683837e-06,174.53383849361794
1784437200,5.124740690675e-06,5.124740690675e-06,4.036072179806e-06,4.036072179806e-06,334.1782131558404
1784439000,4.11719723062e-06,4.284371948144e-06,3.917371894044e-06,3.917371894044e-06,233.99013802365525
1784440800,3.917371894044e-06,4.076432901604e-06,3.653803492577e-06,3.653803492577e-06,664.9730339895491
1784442600,3.581809129083e-06,3.878586033707e-06,3.581809129083e-06,3.878586033707e-06,477.6214495682416
1784444400,3.878586033707e-06,4.502917975866e-06,3.878586033707e-06,4.284371948144e-06,392.68817088924345
1784446200,4.284371948144e-06,4.45833462957e-06,3.653803492577e-06,3.802162566128e-06,402.69513752281085
1784448000,3.802162566128e-06,3.802162566128e-06,3.374226223642e-06,3.442048170738e-06,364.4912252166519
