open_time,open,high,low,close,volume,close_time_ms,open_time_wib
2026-07-05,63144.01,63999.0,62436.59,63650.0,9172.07758,1783295999999,2026-07-05 07:00:00
2026-07-06,63650.01,64700.0,61306.84,64042.02,21435.28437,1783382399999,2026-07-06 07:00:00
2026-07-07,64042.93,64314.0,62671.39,63363.99,16834.20823,1783468799999,2026-07-07 07:00:00
2026-07-08,63364.0,63761.99,61544.56,62290.0,18620.09796,1783555199999,2026-07-08 07:00:00
2026-07-09,62290.01,63500.0,61705.29,63230.0,16742.80672,1783641599999,2026-07-09 07:00:00
2026-07-10,63230.01,64692.83,62926.01,64161.72,17589.00122,1783727999999,2026-07-10 07:00:00
2026-07-11,64161.72,64504.11,63819.0,63819.0,9151.97432,1783814399999,2026-07-11 07:00:00
2026-07-12,63819.01,64290.11,63640.83,63780.0,13914.83703,1783900799999,2026-07-12 07:00:00
2026-07-13,63780.0,64425.0,61824.97,62334.52,21682.50204,1783987199999,2026-07-13 07:00:00
