pool,pool_name,pool_address,tf,sl_opt,exit_mode,trades,TP,SL,BE,EXP,win_rate_resolved_pct,sl_rate_resolved_pct,be_rate_pct,be_gate_hit,be_gate_recovered,be_gate_recovery_rate_pct,ever_floating_loss,ever_floating_loss_pct,deep50_loss,deep50_then_recovered_entry,deep50_recovery_rate_pct,deep75_loss,deep75_then_recovered_entry,deep75_recovery_rate_pct,max_consec_win,min_consec_win,max_consec_loss,min_consec_loss,avg_bars_held,avg_minutes_held,avg_R,sum_R
Jimothy-SOL [2VHM9p...Krd9],Jimothy-SOL,2VHM9pTZEU6pqeZoiNi8ZCeyerqhRYgS5Um7U8AEKrd9,15m,O1_SL50,BE50,6,4,1,1,0,80.0,20.0,16.666666666666664,5,1,20.0,5,83.33333333333334,2,1,50.0,2,0,0.0,4,4,1,1,20.833333333333332,312.5,0.2958573035524645,1.7751438213147868
Jimothy-SOL [2VHM9p...Krd9],Jimothy-SOL,2VHM9pTZEU6pqeZoiNi8ZCeyerqhRYgS5Um7U8AEKrd9,15m,O2_ST2X,BE50,6,5,0,0,1,100.0,0.0,0.0,5,0,0.0,5,83.33333333333334,1,0,0.0,1,0,0.0,5,5,0,0,26.833333333333332,402.5,0.4308402515570071,2.5850415093420427
Jimothy-SOL [2VHM9p...Krd9],Jimothy-SOL,2VHM9pTZEU6pqeZoiNi8ZCeyerqhRYgS5Um7U8AEKrd9,1m,O1_SL50,BE50,27,23,2,2,0,92.0,8.0,7.4074074074074066,27,2,7.4074074074074066,27,100.0,4,2,50.0,3,0,0.0,21,2,2,2,58.0,58.0,0.1677422157185304,4.5290398244003205
Jimothy-SOL [2VHM9p...Krd9],Jimothy-SOL,2VHM9pTZEU6pqeZoiNi8ZCeyerqhRYgS5Um7U8AEKrd9,1m,O2_ST2X,BE50,27,13,5,9,0,72.22222222222221,27.77777777777778,33.33333333333333,27,9,33.33333333333333,27,100.0,14,9,64.28571428571429,5,0,0.0,6,1,4,1,19.703703703703702,19.703703703703702,0.19520947538554156,5.270655835409622
Jimothy-SOL [2VHM9p...Krd9],Jimothy-SOL,2VHM9pTZEU6pqeZoiNi8ZCeyerqhRYgS5Um7U8AEKrd9,5m,O1_SL50,BE50,18,13,3,2,0,81.25,18.75,11.11111111111111,16,2,12.5,16,88.88888888888889,5,2,40.0,3,0,0.0,12,1,3,3,31.833333333333332,159.16666666666666,0.041833535007290965,0.7530036301312374
Jimothy-SOL [2VHM9p...Krd9],Jimothy-SOL,2VHM9pTZEU6pqeZoiNi8ZCeyerqhRYgS5Um7U8AEKrd9,5m,O2_ST2X,BE50,18,13,2,3,0,86.66666666666667,13.333333333333334,16.666666666666664,16,3,18.75,16,88.88888888888889,5,3,60.0,3,0,0.0,12,1,2,2,27.333333333333332,136.66666666666666,0.2712587671818698,4.882657809273657
Jimothy-SOL [5pjRzU...1HQo],Jimothy-SOL,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,15m,O1_SL50,BE50,2,0,1,0,1,0.0,100.0,0.0,2,0,0.0,2,100.0,2,0,0.0,2,0,0.0,0,0,1,1,77.5,1162.5,-0.8535043847904658,-1.7070087695809315
Jimothy-SOL [5pjRzU...1HQo],Jimothy-SOL,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,15m,O2_ST2X,BE50,2,0,0,1,1,0.0,0.0,50.0,2,1,50.0,2,100.0,2,1,50.0,1,0,0.0,0,0,0,0,69.5,1042.5,-0.38239434649426335,-0.7647886929885267
Jimothy-SOL [5pjRzU...1HQo],Jimothy-SOL,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,1m,O1_SL50,BE50,22,17,1,4,0,94.44444444444444,5.555555555555555,18.181818181818183,19,4,21.052631578947366,19,86.36363636363636,5,4,80.0,3,0,0.0,13,4,1,1,57.0,57.0,0.11350668105985426,2.4971469833167936
Jimothy-SOL [5pjRzU...1HQo],Jimothy-SOL,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,1m,O2_ST2X,BE50,22,15,4,3,0,78.94736842105263,21.052631578947366,13.636363636363635,19,3,15.789473684210526,19,86.36363636363636,7,3,42.857142857142854,6,0,0.0,11,1,2,1,26.636363636363637,26.636363636363637,0.38845158540058244,8.545934878812814
Jimothy-SOL [5pjRzU...1HQo],Jimothy-SOL,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,5m,O1_SL50,BE50,13,9,3,0,1,75.0,25.0,0.0,12,0,0.0,12,92.3076923076923,4,0,0.0,4,0,0.0,7,1,2,1,36.84615384615385,184.23076923076923,-0.07963729806419305,-1.0352848748345096
Jimothy-SOL [5pjRzU...1HQo],Jimothy-SOL,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,5m,O2_ST2X,BE50,13,6,4,3,0,60.0,40.0,23.076923076923077,12,3,25.0,12,92.3076923076923,7,3,42.857142857142854,6,0,0.0,5,1,3,1,37.07692307692308,185.3846153846154,-0.19095165833909603,-2.482371558408248
DeFlock-SOL [69soPq...cAe8],DeFlock-SOL,69soPqSxLaSfVdF6uq4aczRgTWgieAYv2CSvYe6LcAe8,15m,O1_SL50,BE50,1,1,0,0,0,100.0,0.0,0.0,1,0,0.0,1,100.0,0,0,0.0,0,0,0.0,1,1,0,0,4.0,60.0,0.2928984830428425,0.2928984830428425
DeFlock-SOL [69soPq...cAe8],DeFlock-SOL,69soPqSxLaSfVdF6uq4aczRgTWgieAYv2CSvYe6LcAe8,15m,O2_ST2X,BE50,1,0,1,0,0,0.0,100.0,0.0,1,0,0.0,1,100.0,1,0,0.0,1,0,0.0,0,0,1,1,2.0,30.0,-1.0,-1.0
